"mean","sd","q0.025","median","q0.975","mode","kld","param","model","Host","HostOrder","Domestic","VRichness"
0.0190739605243864,0.0185767808756809,-0.0164389516703431,0.0187493245056317,0.0564826416454453,0.0181051353708371,1.33230532723113e-07,"yearx","1960","Canis latrans","Carnivora",FALSE,14
-1.81071514388563,0.618368453279061,-3.12939016146087,-1.77319521650951,-0.698686323027413,-1.69657484319476,3.45676395213158e-06,"Intercept","1960","Canis latrans","Carnivora",FALSE,14
0.0925231217097486,0.0805813700134096,-0.0542452144760587,0.088391420115825,0.262305011387839,0.0800226658584964,3.07110720236883e-06,"yearx","1990","Canis latrans","Carnivora",FALSE,14
-2.55373698705942,1.22728805175119,-5.25207785391395,-2.44409045631349,-0.443575176597637,-2.21143065094798,3.41770348210593e-06,"Intercept","1990","Canis latrans","Carnivora",FALSE,14
0.0162984622492684,0.012869526268089,-0.00805673422907638,0.0159746325866993,0.0425121040277357,0.0153301416817822,7.79583513453119e-07,"yearx","1930","Connochaetes taurinus","Cetartiodactyla",FALSE,14
-2.62925285138469,0.700445804542583,-4.13144064514083,-2.58309612335732,-1.37964675337735,-2.48835091303939,3.57320386667516e-06,"Intercept","1930","Connochaetes taurinus","Cetartiodactyla",FALSE,14
-0.0304104953396677,0.0207645104420123,-0.0728960850340729,-0.0298013242362411,0.00864374638878046,-0.0285927091552913,1.20372329592524e-06,"yearx","1960","Connochaetes taurinus","Cetartiodactyla",FALSE,14
-0.731316818820307,0.499616342262695,-1.78693423380637,-0.704980117224399,0.177620343296088,-0.651753854429429,3.14154642486371e-06,"Intercept","1960","Connochaetes taurinus","Cetartiodactyla",FALSE,14
-0.355360624797459,0.20917033943174,-0.824476077215543,-0.332036211109639,-0.00800058998212128,-0.280456770438944,2.76423776511699e-06,"yearx","1990","Connochaetes taurinus","Cetartiodactyla",FALSE,14
0.429981263218749,0.904584596893128,-1.48215705717727,0.478010010901669,2.07477889045541,0.57511719839232,3.16073857800972e-06,"Intercept","1990","Connochaetes taurinus","Cetartiodactyla",FALSE,14
0.03088996284166,0.0131707289343737,0.00651471834088476,0.0303506453861152,0.058290168603948,0.0292656522519529,2.34763219667954e-06,"yearx","1930","Kobus ellipsiprymnus","Cetartiodactyla",FALSE,14
-3.25233786590791,0.788267572537297,-4.94707461255063,-3.19851572468281,-1.85133979492805,-3.08772862646451,3.60482695150124e-06,"Intercept","1930","Kobus ellipsiprymnus","Cetartiodactyla",FALSE,14
0.00161241409163315,0.0181634685723014,-0.0339719301536972,0.00158539627690507,0.0373139562789212,0.00153288244029073,1.01337222034218e-06,"yearx","1960","Kobus ellipsiprymnus","Cetartiodactyla",FALSE,14
-1.31811259482397,0.547279326008732,-2.47958346638757,-1.28721818737565,-0.327774829385066,-1.22449934703606,3.31172725422915e-06,"Intercept","1960","Kobus ellipsiprymnus","Cetartiodactyla",FALSE,14
-0.0206412719580897,0.082907144991804,-0.186944038000399,-0.0194144828737662,0.138713301737071,-0.016978897705717,2.12993793793857e-08,"yearx","1990","Kobus ellipsiprymnus","Cetartiodactyla",FALSE,14
-1.37149610971411,0.984002135567448,-3.51757658913824,-1.29120870974137,0.338521046098619,-1.12271738089638,3.57345309484342e-06,"Intercept","1990","Kobus ellipsiprymnus","Cetartiodactyla",FALSE,14
0.0905680776359113,0.0254833926600693,0.0457386652401194,0.0886507461115121,0.145813817051891,0.0846726747415983,3.62867606243822e-06,"yearx","1930","Macaca fuscata","Primates",FALSE,14
-7.19056717916406,1.8176355729896,-11.1659706077267,-7.037465849384,-4.04309869678728,-6.71507819829737,3.53262878603029e-06,"Intercept","1930","Macaca fuscata","Primates",FALSE,14
0.0862101985966376,0.0274368159632309,0.0370461896115857,0.0845147852631186,0.14480357847889,0.0810435131550277,3.48911016501965e-06,"yearx","1960","Macaca fuscata","Primates",FALSE,14
-4.2912972525255,1.14562000114748,-6.77998717211889,-4.20192711868021,-2.28797905779999,-4.01530425119236,3.61246534235911e-06,"Intercept","1960","Macaca fuscata","Primates",FALSE,14
0.0557781752215479,0.0514548988431648,-0.0418125056472836,0.0545678335400616,0.16033664274355,0.0521601954064388,6.17378653028919e-07,"yearx","1990","Macaca fuscata","Primates",FALSE,14
-1.29390804479904,0.732806129166329,-2.86674100624182,-1.24506709307579,0.0118860522179065,-1.14472696554007,3.58459290184193e-06,"Intercept","1990","Macaca fuscata","Primates",FALSE,14
0.035031271600493,0.0147522225228455,0.00802168187059983,0.034323222324115,0.0659814601222915,0.032892825401775,2.87589477426385e-06,"yearx","1930","Mastomys natalensis","Rodentia",FALSE,14
-3.6398766598682,0.902268698220795,-5.58969790252138,-3.57365218209694,-2.04961562708644,-3.43638873274336,3.6324316597875e-06,"Intercept","1930","Mastomys natalensis","Rodentia",FALSE,14
0.0092373562606024,0.0197205965195913,-0.0289415090840009,0.00905612918959663,0.048432509369702,0.00869758475278716,1.48633731143869e-07,"yearx","1960","Mastomys natalensis","Rodentia",FALSE,14
