"Year","NumPubs","Host","Note"
2019,3,"Macaca tonkeana",""
2020,1,"Macaca tonkeana",""
1987,1,"Macroglossus minimus",""
1998,1,"Macroglossus minimus",""
2003,1,"Macroglossus minimus",""
2006,1,"Macroglossus minimus",""
2011,1,"Macroglossus minimus",""
2016,1,"Macroglossus minimus",""
2010,3,"Macronycteris commersoni",""
2011,1,"Macronycteris commersoni",""
2015,1,"Macronycteris commersoni",""
2016,1,"Macronycteris commersoni",""
2018,1,"Macronycteris commersoni",""
2019,1,"Macronycteris commersoni",""
1973,1,"Macropus agilis",""
1979,2,"Macropus agilis",""
1981,2,"Macropus agilis",""
1982,1,"Macropus agilis",""
1983,1,"Macropus agilis",""
1984,1,"Macropus agilis",""
1989,1,"Macropus agilis",""
1994,1,"Macropus agilis",""
1997,2,"Macropus agilis",""
2001,1,"Macropus agilis",""
2003,1,"Macropus agilis",""
2005,1,"Macropus agilis",""
2006,1,"Macropus agilis",""
2007,4,"Macropus agilis",""
2009,2,"Macropus agilis",""
2010,1,"Macropus agilis",""
2011,1,"Macropus agilis",""
2012,1,"Macropus agilis",""
2015,2,"Macropus agilis",""
2017,2,"Macropus agilis",""
2020,1,"Macropus agilis",""
1979,1,"Macropus dorsalis",""
1989,1,"Macropus dorsalis",""
1995,1,"Macropus dorsalis",""
1996,1,"Macropus dorsalis",""
1997,1,"Macropus dorsalis",""
2000,1,"Macropus dorsalis",""
2001,1,"Macropus dorsalis",""
2002,1,"Macropus dorsalis",""
2004,1,"Macropus dorsalis",""
2005,1,"Macropus dorsalis",""
2006,2,"Macropus dorsalis",""
2007,2,"Macropus dorsalis",""
2009,1,"Macropus dorsalis",""
2012,1,"Macropus dorsalis",""
2017,1,"Macropus dorsalis",""
2018,1,"Macropus dorsalis",""
2020,1,"Macropus dorsalis",""
1969,4,"Macropus eugenii",""
1970,2,"Macropus eugenii",""
1971,2,"Macropus eugenii",""
1972,2,"Macropus eugenii",""
1973,7,"Macropus eugenii",""
1974,3,"Macropus eugenii",""
1975,4,"Macropus eugenii",""
1976,5,"Macropus eugenii",""
1977,7,"Macropus eugenii",""
1978,5,"Macropus eugenii",""
1979,5,"Macropus eugenii",""
1980,9,"Macropus eugenii",""
1981,10,"Macropus eugenii",""
1982,10,"Macropus eugenii",""
1983,11,"Macropus eugenii",""
1984,8,"Macropus eugenii",""
1985,9,"Macropus eugenii",""
1986,13,"Macropus eugenii",""
1987,13,"Macropus eugenii",""
1988,17,"Macropus eugenii",""
1989,12,"Macropus eugenii",""
1990,10,"Macropus eugenii",""
1991,14,"Macropus eugenii",""
1992,18,"Macropus eugenii",""
1993,20,"Macropus eugenii",""
1994,17,"Macropus eugenii",""
1995,10,"Macropus eugenii",""
1996,18,"Macropus eugenii",""
1997,26,"Macropus eugenii",""
1998,24,"Macropus eugenii",""
1999,24,"Macropus eugenii",""
2000,11,"Macropus eugenii",""
2001,12,"Macropus eugenii",""
2002,25,"Macropus eugenii",""
2003,20,"Macropus eugenii",""
2004,18,"Macropus eugenii",""
2005,26,"Macropus eugenii",""
2006,11,"Macropus eugenii",""
2007,25,"Macropus eugenii",""
2008,21,"Macropus eugenii",""
2009,22,"Macropus eugenii",""
2010,23,"Macropus eugenii",""
2011,22,"Macropus eugenii",""
2012,13,"Macropus eugenii",""
2013,11,"Macropus eugenii",""
2014,9,"Macropus eugenii",""
2015,7,"Macropus eugenii",""
2016,9,"Macropus eugenii",""
2017,9,"Macropus eugenii",""
2018,4,"Macropus eugenii",""
2019,3,"Macropus eugenii",""
2020,7,"Macropus eugenii",""
1973,1,"Macropus fuliginosus",""
1974,1,"Macropus fuliginosus",""
1975,1,"Macropus fuliginosus",""
1978,1,"Macropus fuliginosus",""
1979,2,"Macropus fuliginosus",""
1981,1,"Macropus fuliginosus",""
1982,1,"Macropus fuliginosus",""
1983,1,"Macropus fuliginosus",""
1987,1,"Macropus fuliginosus",""
1988,4,"Macropus fuliginosus",""
1989,1,"Macropus fuliginosus",""
1990,1,"Macropus fuliginosus",""
1992,2,"Macropus fuliginosus",""
1993,1,"Macropus fuliginosus",""
1994,1,"Macropus fuliginosus",""
1996,1,"Macropus fuliginosus",""
1997,1,"Macropus fuliginosus",""
1998,1,"Macropus fuliginosus",""
1999,1,"Macropus fuliginosus",""
2000,1,"Macropus fuliginosus",""
2001,1,"Macropus fuliginosus",""
2002,1,"Macropus fuliginosus",""
2004,1,"Macropus fuliginosus",""
2005,2,"Macropus fuliginosus",""
2006,1,"Macropus fuliginosus",""
2007,1,"Macropus fuliginosus",""
2008,3,"Macropus fuliginosus",""
2009,6,"Macropus fuliginosus",""
2010,3,"Macropus fuliginosus",""
2011,3,"Macropus fuliginosus",""
2012,3,"Macropus fuliginosus",""
2014,3,"Macropus fuliginosus",""
2015,5,"Macropus fuliginosus",""
2016,2,"Macropus fuliginosus",""
2017,2,"Macropus fuliginosus",""
2018,4,"Macropus fuliginosus",""
2019,3,"Macropus fuliginosus",""
2020,4,"Macropus fuliginosus",""
1967,1,"Macropus giganteus",""
1969,1,"Macropus giganteus",""
1971,1,"Macropus giganteus",""
1973,2,"Macropus giganteus",""
1974,2,"Macropus giganteus",""
1976,1,"Macropus giganteus",""
1978,3,"Macropus giganteus",""
1979,1,"Macropus giganteus",""
1980,2,"Macropus giganteus",""
1981,5,"Macropus giganteus",""
1982,3,"Macropus giganteus",""
1983,2,"Macropus giganteus",""
1984,3,"Macropus giganteus",""
1986,1,"Macropus giganteus",""
1987,2,"Macropus giganteus",""
1988,1,"Macropus giganteus",""
1989,3,"Macropus giganteus",""
1990,3,"Macropus giganteus",""
1991,2,"Macropus giganteus",""
1992,1,"Macropus giganteus",""
1993,4,"Macropus giganteus",""
1994,1,"Macropus giganteus",""
1995,2,"Macropus giganteus",""
1996,1,"Macropus giganteus",""
1997,3,"Macropus giganteus",""
1998,1,"Macropus giganteus",""
1999,2,"Macropus giganteus",""
2000,5,"Macropus giganteus",""
2001,5,"Macropus giganteus",""
2002,4,"Macropus giganteus",""
2003,3,"Macropus giganteus",""
2004,3,"Macropus giganteus",""
2005,4,"Macropus giganteus",""
2006,4,"Macropus giganteus",""
2007,3,"Macropus giganteus",""
2008,6,"Macropus giganteus",""
2009,3,"Macropus giganteus",""
2010,4,"Macropus giganteus",""
2011,7,"Macropus giganteus",""
2012,4,"Macropus giganteus",""
2013,3,"Macropus giganteus",""
2014,9,"Macropus giganteus",""
2015,9,"Macropus giganteus",""
2016,6,"Macropus giganteus",""
2017,5,"Macropus giganteus",""
2018,11,"Macropus giganteus",""
2019,13,"Macropus giganteus",""
2020,5,"Macropus giganteus",""
1973,2,"Macropus parma",""
1976,1,"Macropus parma",""
1981,1,"Macropus parma",""
1982,1,"Macropus parma",""
1986,1,"Macropus parma",""
1988,1,"Macropus parma",""
1989,1,"Macropus parma",""
1993,2,"Macropus parma",""
1994,1,"Macropus parma",""
2003,1,"Macropus parma",""
2005,1,"Macropus parma",""
2008,1,"Macropus parma",""
2009,2,"Macropus parma",""
2011,2,"Macropus parma",""
2012,2,"Macropus parma",""
2014,1,"Macropus parma",""
2015,1,"Macropus parma",""
2017,1,"Macropus parma",""
1973,1,"Macropus parryi",""
1981,1,"Macropus parryi",""
1989,1,"Macropus parryi",""
1993,2,"Macropus parryi",""
1997,1,"Macropus parryi",""
2002,1,"Macropus parryi",""
2005,1,"Macropus parryi",""
2006,1,"Macropus parryi",""
1970,1,"Macropus robustus",""
1973,1,"Macropus robustus",""
1975,2,"Macropus robustus",""
1977,2,"Macropus robustus",""
1979,1,"Macropus robustus",""
1981,3,"Macropus robustus",""
1982,1,"Macropus robustus",""
1984,1,"Macropus robustus",""
1985,1,"Macropus robustus",""
1986,1,"Macropus robustus",""
1989,3,"Macropus robustus",""
1991,2,"Macropus robustus",""
1992,3,"Macropus robustus",""
1993,6,"Macropus robustus",""
1994,2,"Macropus robustus",""
1995,2,"Macropus robustus",""
1996,3,"Macropus robustus",""
1997,4,"Macropus robustus",""
1998,1,"Macropus robustus",""
2000,2,"Macropus robustus",""
2001,3,"Macropus robustus",""
2002,2,"Macropus robustus",""
2005,2,"Macropus robustus",""
2006,1,"Macropus robustus",""
2007,3,"Macropus robustus",""
2008,3,"Macropus robustus",""
2009,1,"Macropus robustus",""
2010,1,"Macropus robustus",""
2011,1,"Macropus robustus",""
2012,4,"Macropus robustus",""
2013,2,"Macropus robustus",""
2014,2,"Macropus robustus",""
2016,2,"Macropus robustus",""
2017,1,"Macropus robustus",""
2018,2,"Macropus robustus",""
2020,3,"Macropus robustus",""
1975,1,"Macropus rufogriseus",""
1976,1,"Macropus rufogriseus",""
1978,2,"Macropus rufogriseus",""
1979,1,"Macropus rufogriseus",""
1980,2,"Macropus rufogriseus",""
1981,6,"Macropus rufogriseus",""
1982,1,"Macropus rufogriseus",""
1983,3,"Macropus rufogriseus",""
1984,2,"Macropus rufogriseus",""
1985,2,"Macropus rufogriseus",""
1986,2,"Macropus rufogriseus",""
1987,3,"Macropus rufogriseus",""
1988,4,"Macropus rufogriseus",""
1989,8,"Macropus rufogriseus",""
1990,2,"Macropus rufogriseus",""
1991,1,"Macropus rufogriseus",""
1992,2,"Macropus rufogriseus",""
1993,3,"Macropus rufogriseus",""
1995,3,"Macropus rufogriseus",""
1996,1,"Macropus rufogriseus",""
1997,1,"Macropus rufogriseus",""
1998,1,"Macropus rufogriseus",""
1999,1,"Macropus rufogriseus",""
2000,3,"Macropus rufogriseus",""
2001,3,"Macropus rufogriseus",""
2002,1,"Macropus rufogriseus",""
2004,2,"Macropus rufogriseus",""
2005,1,"Macropus rufogriseus",""
2006,6,"Macropus rufogriseus",""
2007,3,"Macropus rufogriseus",""
2008,6,"Macropus rufogriseus",""
2009,3,"Macropus rufogriseus",""
2010,4,"Macropus rufogriseus",""
2011,5,"Macropus rufogriseus",""
2012,3,"Macropus rufogriseus",""
2013,2,"Macropus rufogriseus",""
2014,1,"Macropus rufogriseus",""
2015,4,"Macropus rufogriseus",""
2016,7,"Macropus rufogriseus",""
2017,7,"Macropus rufogriseus",""
2018,2,"Macropus rufogriseus",""
2019,5,"Macropus rufogriseus",""
2020,6,"Macropus rufogriseus",""
2021,1,"Macropus rufogriseus",""
1960,2,"Macropus rufus",""
1965,1,"Macropus rufus",""
1967,1,"Macropus rufus",""
1972,1,"Macropus rufus",""
1975,1,"Macropus rufus",""
1976,1,"Macropus rufus",""
1977,1,"Macropus rufus",""
1978,4,"Macropus rufus",""
1980,3,"Macropus rufus",""
1981,6,"Macropus rufus",""
1982,1,"Macropus rufus",""
1983,1,"Macropus rufus",""
1984,2,"Macropus rufus",""
1985,2,"Macropus rufus",""
1986,1,"Macropus rufus",""
1987,2,"Macropus rufus",""
1989,6,"Macropus rufus",""
1990,3,"Macropus rufus",""
1991,3,"Macropus rufus",""
1992,2,"Macropus rufus",""
1993,1,"Macropus rufus",""
1994,1,"Macropus rufus",""
1995,2,"Macropus rufus",""
1996,2,"Macropus rufus",""
1997,1,"Macropus rufus",""
1998,5,"Macropus rufus",""
1999,1,"Macropus rufus",""
2000,5,"Macropus rufus",""
2001,8,"Macropus rufus",""
2002,5,"Macropus rufus",""
2003,4,"Macropus rufus",""
2004,1,"Macropus rufus",""
2005,1,"Macropus rufus",""
2006,4,"Macropus rufus",""
2007,5,"Macropus rufus",""
2008,8,"Macropus rufus",""
2009,2,"Macropus rufus",""
2010,3,"Macropus rufus",""
2011,2,"Macropus rufus",""
2012,7,"Macropus rufus",""
2013,4,"Macropus rufus",""
2014,2,"Macropus rufus",""
2015,6,"Macropus rufus",""
2016,5,"Macropus rufus",""
2017,3,"Macropus rufus",""
2018,2,"Macropus rufus",""
2019,5,"Macropus rufus",""
2020,4,"Macropus rufus",""
1962,1,"Macrotus californicus",""
1975,2,"Macrotus californicus",""
1976,1,"Macrotus californicus",""
1977,1,"Macrotus californicus",""
1979,1,"Macrotus californicus",""
1981,3,"Macrotus californicus",""
1985,1,"Macrotus californicus",""
1987,1,"Macrotus californicus",""
1988,1,"Macrotus californicus",""
1990,1,"Macrotus californicus",""
1995,1,"Macrotus californicus",""
2013,1,"Macrotus californicus",""
2015,1,"Macrotus californicus",""
2020,1,"Macrotus californicus",""
1977,1,"Madoqua kirkii",""
1978,1,"Madoqua kirkii",""
1995,2,"Madoqua kirkii",""
1996,1,"Madoqua kirkii",""
1997,2,"Madoqua kirkii",""
1998,1,"Madoqua kirkii",""
2010,1,"Madoqua kirkii",""
2012,1,"Madoqua kirkii",""
2014,2,"Madoqua kirkii",""
2015,1,"Madoqua kirkii",""
2019,1,"Madoqua kirkii",""
1996,1,"Madoqua saltiana",""
2011,1,"Madoqua saltiana",""
2013,1,"Madoqua saltiana",""
2015,1,"Madoqua saltiana",""
2018,0,"Madromys blanfordi","No publications"
1958,1,"Mandrillus leucophaeus",""
1960,2,"Mandrillus leucophaeus",""
1969,1,"Mandrillus leucophaeus",""
1975,2,"Mandrillus leucophaeus",""
1977,1,"Mandrillus leucophaeus",""
1980,2,"Mandrillus leucophaeus",""
1982,1,"Mandrillus leucophaeus",""
1990,1,"Mandrillus leucophaeus",""
1998,1,"Mandrillus leucophaeus",""
2000,1,"Mandrillus leucophaeus",""
2001,1,"Mandrillus leucophaeus",""
2003,2,"Mandrillus leucophaeus",""
2004,3,"Mandrillus leucophaeus",""
2005,1,"Mandrillus leucophaeus",""
2007,1,"Mandrillus leucophaeus",""
2009,2,"Mandrillus leucophaeus",""
2010,2,"Mandrillus leucophaeus",""
2011,1,"Mandrillus leucophaeus",""
2012,3,"Mandrillus leucophaeus",""
2014,2,"Mandrillus leucophaeus",""
2015,3,"Mandrillus leucophaeus",""
2016,1,"Mandrillus leucophaeus",""
2017,1,"Mandrillus leucophaeus",""
2019,2,"Mandrillus leucophaeus",""
2020,3,"Mandrillus leucophaeus",""
1965,1,"Mandrillus sphinx",""
1970,1,"Mandrillus sphinx",""
1972,1,"Mandrillus sphinx",""
1974,1,"Mandrillus sphinx",""
1975,2,"Mandrillus sphinx",""
1980,1,"Mandrillus sphinx",""
1981,1,"Mandrillus sphinx",""
1982,1,"Mandrillus sphinx",""
1986,1,"Mandrillus sphinx",""
1988,3,"Mandrillus sphinx",""
1990,1,"Mandrillus sphinx",""
1991,1,"Mandrillus sphinx",""
1992,2,"Mandrillus sphinx",""
1994,1,"Mandrillus sphinx",""
1995,1,"Mandrillus sphinx",""
1996,2,"Mandrillus sphinx",""
1997,2,"Mandrillus sphinx",""
1998,3,"Mandrillus sphinx",""
1999,1,"Mandrillus sphinx",""
2000,3,"Mandrillus sphinx",""
2001,10,"Mandrillus sphinx",""
2002,3,"Mandrillus sphinx",""
2003,4,"Mandrillus sphinx",""
2004,12,"Mandrillus sphinx",""
2005,2,"Mandrillus sphinx",""
2006,4,"Mandrillus sphinx",""
2007,1,"Mandrillus sphinx",""
2008,4,"Mandrillus sphinx",""
2009,8,"Mandrillus sphinx",""
2010,2,"Mandrillus sphinx",""
2011,4,"Mandrillus sphinx",""
2012,6,"Mandrillus sphinx",""
2013,6,"Mandrillus sphinx",""
2014,3,"Mandrillus sphinx",""
2015,10,"Mandrillus sphinx",""
2016,3,"Mandrillus sphinx",""
2017,4,"Mandrillus sphinx",""
2018,1,"Mandrillus sphinx",""
2019,6,"Mandrillus sphinx",""
2020,12,"Mandrillus sphinx",""
1998,1,"Marmosa demerarae",""
2000,2,"Marmosa demerarae",""
2001,1,"Marmosa demerarae",""
2003,1,"Marmosa demerarae",""
2007,1,"Marmosa demerarae",""
2008,1,"Marmosa demerarae",""
2012,1,"Marmosa demerarae",""
2013,1,"Marmosa demerarae",""
2014,2,"Marmosa demerarae",""
2015,1,"Marmosa demerarae",""
2017,2,"Marmosa demerarae",""
2018,1,"Marmosa demerarae",""
1969,1,"Marmosa murina",""
1981,1,"Marmosa murina",""
2000,1,"Marmosa murina",""
2001,1,"Marmosa murina",""
2003,1,"Marmosa murina",""
2013,3,"Marmosa murina",""
2014,1,"Marmosa murina",""
2015,2,"Marmosa murina",""
2017,1,"Marmosa murina",""
2018,1,"Marmosa murina",""
2019,1,"Marmosa murina",""
2020,1,"Marmosa murina",""
1968,1,"Marmosa robinsoni",""
1972,2,"Marmosa robinsoni",""
1975,1,"Marmosa robinsoni",""
1998,1,"Marmosa robinsoni",""
2013,1,"Marmosa robinsoni",""
2003,1,"Marmosops parvidens",""
2015,1,"Marmosops parvidens",""
2020,1,"Marmosops parvidens",""
1975,1,"Marmota caudata",""
1977,1,"Marmota caudata",""
2007,1,"Marmota caudata",""
2010,1,"Marmota caudata",""
2013,1,"Marmota caudata",""
2018,1,"Marmota caudata",""
2019,1,"Marmota caudata",""
2020,1,"Marmota caudata",""
1966,1,"Marmota flaviventris",""
1971,1,"Marmota flaviventris",""
1972,1,"Marmota flaviventris",""
1974,1,"Marmota flaviventris",""
1975,1,"Marmota flaviventris",""
1977,1,"Marmota flaviventris",""
1979,2,"Marmota flaviventris",""
1983,1,"Marmota flaviventris",""
1984,2,"Marmota flaviventris",""
1986,1,"Marmota flaviventris",""
1987,1,"Marmota flaviventris",""
1988,1,"Marmota flaviventris",""
1989,1,"Marmota flaviventris",""
1990,2,"Marmota flaviventris",""
1991,3,"Marmota flaviventris",""
1992,4,"Marmota flaviventris",""
1993,3,"Marmota flaviventris",""
1994,1,"Marmota flaviventris",""
1996,1,"Marmota flaviventris",""
1997,1,"Marmota flaviventris",""
1998,2,"Marmota flaviventris",""
1999,1,"Marmota flaviventris",""
2000,2,"Marmota flaviventris",""
2003,3,"Marmota flaviventris",""
2004,3,"Marmota flaviventris",""
2006,2,"Marmota flaviventris",""
2007,1,"Marmota flaviventris",""
2010,3,"Marmota flaviventris",""
2011,11,"Marmota flaviventris",""
2012,1,"Marmota flaviventris",""
2013,3,"Marmota flaviventris",""
2014,3,"Marmota flaviventris",""
2015,2,"Marmota flaviventris",""
2016,2,"Marmota flaviventris",""
2017,2,"Marmota flaviventris",""
2018,1,"Marmota flaviventris",""
2019,1,"Marmota flaviventris",""
2020,1,"Marmota flaviventris",""
1951,1,"Marmota monax",""
1953,2,"Marmota monax",""
1957,1,"Marmota monax",""
1961,2,"Marmota monax",""
1962,1,"Marmota monax",""
1964,2,"Marmota monax",""
1966,1,"Marmota monax",""
1967,3,"Marmota monax",""
1969,2,"Marmota monax",""
1970,1,"Marmota monax",""
1971,1,"Marmota monax",""
1972,3,"Marmota monax",""
1973,5,"Marmota monax",""
1974,4,"Marmota monax",""
1975,2,"Marmota monax",""
1976,3,"Marmota monax",""
1977,3,"Marmota monax",""
1978,3,"Marmota monax",""
1979,3,"Marmota monax",""
1980,2,"Marmota monax",""
1981,4,"Marmota monax",""
1982,1,"Marmota monax",""
1983,6,"Marmota monax",""
1984,7,"Marmota monax",""
1985,7,"Marmota monax",""
1986,8,"Marmota monax",""
1987,7,"Marmota monax",""
1988,3,"Marmota monax",""
1989,8,"Marmota monax",""
1990,6,"Marmota monax",""
1991,10,"Marmota monax",""
1992,8,"Marmota monax",""
1993,5,"Marmota monax",""
1994,5,"Marmota monax",""
1995,4,"Marmota monax",""
1996,5,"Marmota monax",""
1997,5,"Marmota monax",""
1998,1,"Marmota monax",""
1999,5,"Marmota monax",""
2000,4,"Marmota monax",""
2001,7,"Marmota monax",""
2002,4,"Marmota monax",""
2003,6,"Marmota monax",""
2004,7,"Marmota monax",""
2005,4,"Marmota monax",""
2006,5,"Marmota monax",""
2007,5,"Marmota monax",""
2008,6,"Marmota monax",""
2009,4,"Marmota monax",""
2010,10,"Marmota monax",""
2011,1,"Marmota monax",""
2012,5,"Marmota monax",""
2013,3,"Marmota monax",""
2014,6,"Marmota monax",""
2015,1,"Marmota monax",""
2016,2,"Marmota monax",""
2017,2,"Marmota monax",""
2018,3,"Marmota monax",""
2019,1,"Marmota monax",""
2020,7,"Marmota monax",""
1971,1,"Martes foina",""
1976,1,"Martes foina",""
1977,2,"Martes foina",""
1978,2,"Martes foina",""
1980,2,"Martes foina",""
1981,1,"Martes foina",""
1982,3,"Martes foina",""
1983,1,"Martes foina",""
1985,1,"Martes foina",""
1986,2,"Martes foina",""
1988,1,"Martes foina",""
1990,2,"Martes foina",""
1992,1,"Martes foina",""
1999,1,"Martes foina",""
2001,3,"Martes foina",""
2002,1,"Martes foina",""
2004,3,"Martes foina",""
2005,3,"Martes foina",""
2006,1,"Martes foina",""
2007,5,"Martes foina",""
2008,4,"Martes foina",""
2009,2,"Martes foina",""
2010,4,"Martes foina",""
2011,5,"Martes foina",""
2012,5,"Martes foina",""
2013,7,"Martes foina",""
2014,5,"Martes foina",""
2015,6,"Martes foina",""
2016,7,"Martes foina",""
2017,6,"Martes foina",""
2018,11,"Martes foina",""
2019,5,"Martes foina",""
2020,9,"Martes foina",""
1951,1,"Martes martes",""
1952,1,"Martes martes",""
1963,1,"Martes martes",""
1968,1,"Martes martes",""
1969,1,"Martes martes",""
1970,1,"Martes martes",""
1971,2,"Martes martes",""
1976,4,"Martes martes",""
1977,4,"Martes martes",""
1978,5,"Martes martes",""
1979,1,"Martes martes",""
1980,2,"Martes martes",""
1981,1,"Martes martes",""
1982,5,"Martes martes",""
1983,3,"Martes martes",""
1985,3,"Martes martes",""
1986,3,"Martes martes",""
1988,1,"Martes martes",""
1989,1,"Martes martes",""
1990,5,"Martes martes",""
1991,2,"Martes martes",""
1992,3,"Martes martes",""
1993,3,"Martes martes",""
1994,1,"Martes martes",""
1995,3,"Martes martes",""
1996,1,"Martes martes",""
1997,2,"Martes martes",""
1998,1,"Martes martes",""
1999,4,"Martes martes",""
2000,3,"Martes martes",""
2001,7,"Martes martes",""
2002,9,"Martes martes",""
2003,2,"Martes martes",""
2004,9,"Martes martes",""
2005,10,"Martes martes",""
2006,8,"Martes martes",""
2007,16,"Martes martes",""
2008,14,"Martes martes",""
2009,12,"Martes martes",""
2010,14,"Martes martes",""
2011,18,"Martes martes",""
2012,20,"Martes martes",""
2013,20,"Martes martes",""
2014,14,"Martes martes",""
2015,21,"Martes martes",""
2016,24,"Martes martes",""
2017,18,"Martes martes",""
2018,18,"Martes martes",""
2019,23,"Martes martes",""
2020,31,"Martes martes",""
1991,1,"Martes melampus",""
1995,1,"Martes melampus",""
1999,1,"Martes melampus",""
2000,1,"Martes melampus",""
2001,1,"Martes melampus",""
2002,1,"Martes melampus",""
2004,1,"Martes melampus",""
2005,2,"Martes melampus",""
2007,3,"Martes melampus",""
2008,1,"Martes melampus",""
2009,3,"Martes melampus",""
2010,1,"Martes melampus",""
2011,1,"Martes melampus",""
2012,3,"Martes melampus",""
2013,3,"Martes melampus",""
2014,2,"Martes melampus",""
2015,1,"Martes melampus",""
2016,1,"Martes melampus",""
2017,1,"Martes melampus",""
2018,1,"Martes melampus",""
2019,1,"Martes melampus",""
2020,2,"Martes melampus",""
1970,1,"Martes pennanti",""
1976,1,"Martes pennanti",""
1977,2,"Martes pennanti",""
1978,2,"Martes pennanti",""
1979,1,"Martes pennanti",""
1982,1,"Martes pennanti",""
1985,1,"Martes pennanti",""
1986,1,"Martes pennanti",""
1989,1,"Martes pennanti",""
1991,1,"Martes pennanti",""
1993,2,"Martes pennanti",""
1996,1,"Martes pennanti",""
2001,2,"Martes pennanti",""
2002,2,"Martes pennanti",""
2004,1,"Martes pennanti",""
2005,3,"Martes pennanti",""
2006,2,"Martes pennanti",""
2007,2,"Martes pennanti",""
2008,3,"Martes pennanti",""
2009,1,"Martes pennanti",""
2010,5,"Martes pennanti",""
2011,4,"Martes pennanti",""
2012,4,"Martes pennanti",""
2013,2,"Martes pennanti",""
2014,2,"Martes pennanti",""
2015,2,"Martes pennanti",""
2016,4,"Martes pennanti",""
2017,4,"Martes pennanti",""
2019,5,"Martes pennanti",""
2020,2,"Martes pennanti",""
1953,1,"Mastomys coucha",""
1975,1,"Mastomys coucha",""
1976,1,"Mastomys coucha",""
1982,1,"Mastomys coucha",""
1983,1,"Mastomys coucha",""
1985,1,"Mastomys coucha",""
1986,2,"Mastomys coucha",""
1989,1,"Mastomys coucha",""
1990,5,"Mastomys coucha",""
1991,3,"Mastomys coucha",""
1992,2,"Mastomys coucha",""
1993,2,"Mastomys coucha",""
1994,8,"Mastomys coucha",""
1995,4,"Mastomys coucha",""
1996,4,"Mastomys coucha",""
1997,4,"Mastomys coucha",""
1998,7,"Mastomys coucha",""
1999,4,"Mastomys coucha",""
2000,4,"Mastomys coucha",""
2001,6,"Mastomys coucha",""
2002,1,"Mastomys coucha",""
2003,4,"Mastomys coucha",""
2004,4,"Mastomys coucha",""
2005,3,"Mastomys coucha",""
2006,7,"Mastomys coucha",""
2007,6,"Mastomys coucha",""
2008,9,"Mastomys coucha",""
2009,8,"Mastomys coucha",""
2010,3,"Mastomys coucha",""
2011,4,"Mastomys coucha",""
2012,4,"Mastomys coucha",""
2013,9,"Mastomys coucha",""
2014,6,"Mastomys coucha",""
2015,2,"Mastomys coucha",""
2016,11,"Mastomys coucha",""
2017,4,"Mastomys coucha",""
2018,6,"Mastomys coucha",""
2019,3,"Mastomys coucha",""
2020,1,"Mastomys coucha",""
1940,1,"Mastomys erythroleucus",""
1976,1,"Mastomys erythroleucus",""
1979,1,"Mastomys erythroleucus",""
1981,1,"Mastomys erythroleucus",""
1982,2,"Mastomys erythroleucus",""
1983,1,"Mastomys erythroleucus",""
1984,1,"Mastomys erythroleucus",""
1993,1,"Mastomys erythroleucus",""
1994,1,"Mastomys erythroleucus",""
1996,1,"Mastomys erythroleucus",""
1997,1,"Mastomys erythroleucus",""
1998,2,"Mastomys erythroleucus",""
2000,1,"Mastomys erythroleucus",""
2001,1,"Mastomys erythroleucus",""
2005,1,"Mastomys erythroleucus",""
2007,3,"Mastomys erythroleucus",""
2009,3,"Mastomys erythroleucus",""
2010,3,"Mastomys erythroleucus",""
2011,1,"Mastomys erythroleucus",""
2014,1,"Mastomys erythroleucus",""
2015,1,"Mastomys erythroleucus",""
2016,3,"Mastomys erythroleucus",""
2017,4,"Mastomys erythroleucus",""
2018,5,"Mastomys erythroleucus",""
2020,1,"Mastomys erythroleucus",""
1983,1,"Mastomys huberti",""
1994,1,"Mastomys huberti",""
1995,1,"Mastomys huberti",""
1996,1,"Mastomys huberti",""
1997,2,"Mastomys huberti",""
1998,1,"Mastomys huberti",""
2000,2,"Mastomys huberti",""
2001,1,"Mastomys huberti",""
2005,1,"Mastomys huberti",""
2008,1,"Mastomys huberti",""
2009,2,"Mastomys huberti",""
2010,1,"Mastomys huberti",""
2015,1,"Mastomys huberti",""
2017,1,"Mastomys huberti",""
2018,1,"Mastomys huberti",""
2019,2,"Mastomys huberti",""
2020,1,"Mastomys huberti",""
1953,1,"Mastomys natalensis",""
1955,1,"Mastomys natalensis",""
1957,1,"Mastomys natalensis",""
1958,1,"Mastomys natalensis",""
1959,1,"Mastomys natalensis",""
1960,1,"Mastomys natalensis",""
1961,2,"Mastomys natalensis",""
1962,1,"Mastomys natalensis",""
1965,1,"Mastomys natalensis",""
1966,2,"Mastomys natalensis",""
1967,4,"Mastomys natalensis",""
1968,14,"Mastomys natalensis",""
1969,2,"Mastomys natalensis",""
1970,7,"Mastomys natalensis",""
1971,7,"Mastomys natalensis",""
1972,6,"Mastomys natalensis",""
1973,7,"Mastomys natalensis",""
1974,11,"Mastomys natalensis",""
1975,19,"Mastomys natalensis",""
1976,12,"Mastomys natalensis",""
1977,10,"Mastomys natalensis",""
1978,14,"Mastomys natalensis",""
1979,17,"Mastomys natalensis",""
1980,14,"Mastomys natalensis",""
1981,20,"Mastomys natalensis",""
1982,9,"Mastomys natalensis",""
1983,19,"Mastomys natalensis",""
1984,13,"Mastomys natalensis",""
1985,13,"Mastomys natalensis",""
1986,18,"Mastomys natalensis",""
1987,16,"Mastomys natalensis",""
1988,22,"Mastomys natalensis",""
