Year,NumPubs,Host,Note,VirusRelated
2018,7,myodes glareolus,,TRUE
2019,14,myodes glareolus,,TRUE
2020,11,myodes glareolus,,TRUE
2007,1,myodes regulus,,TRUE
2008,1,myodes regulus,,TRUE
2009,1,myodes regulus,,TRUE
2011,1,myodes regulus,,TRUE
2014,2,myodes regulus,,TRUE
2015,2,myodes regulus,,TRUE
1981,1,myodes rufocanus,,TRUE
1984,2,myodes rufocanus,,TRUE
1986,1,myodes rufocanus,,TRUE
1990,1,myodes rufocanus,,TRUE
1991,1,myodes rufocanus,,TRUE
1995,2,myodes rufocanus,,TRUE
1998,1,myodes rufocanus,,TRUE
1999,3,myodes rufocanus,,TRUE
2003,2,myodes rufocanus,,TRUE
2004,2,myodes rufocanus,,TRUE
2006,1,myodes rufocanus,,TRUE
2007,3,myodes rufocanus,,TRUE
2008,1,myodes rufocanus,,TRUE
2011,1,myodes rufocanus,,TRUE
2012,1,myodes rufocanus,,TRUE
2014,1,myodes rufocanus,,TRUE
2015,1,myodes rufocanus,,TRUE
2016,1,myodes rufocanus,,TRUE
2017,1,myodes rufocanus,,TRUE
1969,2,myodes rutilus,,TRUE
1974,1,myodes rutilus,,TRUE
1976,1,myodes rutilus,,TRUE
1981,2,myodes rutilus,,TRUE
1984,1,myodes rutilus,,TRUE
1992,1,myodes rutilus,,TRUE
1993,1,myodes rutilus,,TRUE
1995,1,myodes rutilus,,TRUE
1998,1,myodes rutilus,,TRUE
2003,1,myodes rutilus,,TRUE
2007,1,myodes rutilus,,TRUE
2008,2,myodes rutilus,,TRUE
2015,1,myodes rutilus,,TRUE
2016,1,myodes rutilus,,TRUE
2017,2,myodes rutilus,,TRUE
2020,2,myodes rutilus,,TRUE
2020,0,myomimus roachi,No publications,TRUE
2007,2,myonycteris torquata,,TRUE
2009,1,myonycteris torquata,,TRUE
2010,1,myonycteris torquata,,TRUE
2016,1,myonycteris torquata,,TRUE
2017,2,myonycteris torquata,,TRUE
2020,0,myoprocta acouchy,No publications,TRUE
2020,0,myosorex geata,No publications,TRUE
2020,0,myosorex zinki,No publications,TRUE
NA,NA,myotis albescens,Lookup error,TRUE
NA,NA,myotis alcathoe,Lookup error,TRUE
NA,NA,myotis altarium,Lookup error,TRUE
2020,0,myotis austroriparius,No publications,TRUE
NA,NA,myotis bechsteinii,Lookup error,TRUE
1951,2,myotis blythii,,TRUE
1953,1,myotis blythii,,TRUE
1956,1,myotis blythii,,TRUE
1959,1,myotis blythii,,TRUE
1960,2,myotis blythii,,TRUE
1964,1,myotis blythii,,TRUE
1967,1,myotis blythii,,TRUE
1969,1,myotis blythii,,TRUE
1977,1,myotis blythii,,TRUE
1979,2,myotis blythii,,TRUE
1983,1,myotis blythii,,TRUE
1986,2,myotis blythii,,TRUE
1992,3,myotis blythii,,TRUE
1995,1,myotis blythii,,TRUE
1996,2,myotis blythii,,TRUE
1999,1,myotis blythii,,TRUE
2000,1,myotis blythii,,TRUE
2001,1,myotis blythii,,TRUE
2002,3,myotis blythii,,TRUE
2003,2,myotis blythii,,TRUE
2004,1,myotis blythii,,TRUE
2005,2,myotis blythii,,TRUE
2006,5,myotis blythii,,TRUE
2007,2,myotis blythii,,TRUE
2008,8,myotis blythii,,TRUE
2009,3,myotis blythii,,TRUE
2010,6,myotis blythii,,TRUE
2011,4,myotis blythii,,TRUE
2012,8,myotis blythii,,TRUE
2013,7,myotis blythii,,TRUE
2014,9,myotis blythii,,TRUE
2015,5,myotis blythii,,TRUE
2016,9,myotis blythii,,TRUE
2017,14,myotis blythii,,TRUE
2018,10,myotis blythii,,TRUE
2019,6,myotis blythii,,TRUE
2020,6,myotis blythii,,TRUE
1992,1,myotis brandtii,,TRUE
2018,1,myotis brandtii,,TRUE
1999,1,myotis californicus,,TRUE
2018,1,myotis californicus,,TRUE
2013,1,myotis capaccinii,,TRUE
2014,1,myotis capaccinii,,TRUE
2020,0,myotis chiloensis,No publications,TRUE
2020,0,myotis chinensis,No publications,TRUE
2020,0,myotis ciliolabrum,No publications,TRUE
1992,1,myotis dasycneme,,TRUE
2006,2,myotis dasycneme,,TRUE
2008,1,myotis dasycneme,,TRUE
2009,1,myotis dasycneme,,TRUE
2012,2,myotis dasycneme,,TRUE
2018,2,myotis dasycneme,,TRUE
1992,1,myotis daubentonii,,TRUE
1996,1,myotis daubentonii,,TRUE
2000,1,myotis daubentonii,,TRUE
2003,1,myotis daubentonii,,TRUE
2006,3,myotis daubentonii,,TRUE
2008,3,myotis daubentonii,,TRUE
2009,2,myotis daubentonii,,TRUE
2010,3,myotis daubentonii,,TRUE
2012,4,myotis daubentonii,,TRUE
2013,1,myotis daubentonii,,TRUE
2014,2,myotis daubentonii,,TRUE
2016,2,myotis daubentonii,,TRUE
2017,1,myotis daubentonii,,TRUE
2018,2,myotis daubentonii,,TRUE
2019,2,myotis daubentonii,,TRUE
2020,1,myotis daubentonii,,TRUE
2014,1,myotis davidii,,TRUE
2015,1,myotis davidii,,TRUE
2017,1,myotis davidii,,TRUE
2019,1,myotis davidii,,TRUE
2017,1,myotis emarginatus,,TRUE
2020,1,myotis emarginatus,,TRUE
2020,0,myotis escalerai,No publications,TRUE
2013,1,myotis evotis,,TRUE
2018,1,myotis evotis,,TRUE
2020,0,myotis fimbriatus,No publications,TRUE
2016,1,myotis flavus,,TRUE
2016,1,myotis formosus,,TRUE
2020,0,myotis frater,No publications,TRUE
2020,0,myotis goudoti,No publications,TRUE
NA,NA,myotis grisescens,Lookup error,TRUE
2020,1,myotis horsfieldii,,TRUE
2020,0,myotis ikonnikovi,No publications,TRUE
2020,0,myotis keaysi,No publications,TRUE
NA,NA,myotis keenii,Lookup error,TRUE
2020,0,myotis laniger,No publications,TRUE
NA,NA,myotis leibii,Lookup error,TRUE
NA,NA,myotis levis,Lookup error,TRUE
NA,NA,myotis longipes,Lookup error,TRUE
1951,2,myotis lucifugus,,TRUE
1953,1,myotis lucifugus,,TRUE
1956,1,myotis lucifugus,,TRUE
1959,1,myotis lucifugus,,TRUE
1960,1,myotis lucifugus,,TRUE
1964,1,myotis lucifugus,,TRUE
1977,1,myotis lucifugus,,TRUE
1983,1,myotis lucifugus,,TRUE
1986,1,myotis lucifugus,,TRUE
1996,1,myotis lucifugus,,TRUE
2004,1,myotis lucifugus,,TRUE
2010,1,myotis lucifugus,,TRUE
2012,1,myotis lucifugus,,TRUE
2013,3,myotis lucifugus,,TRUE
2014,2,myotis lucifugus,,TRUE
2015,1,myotis lucifugus,,TRUE
2016,1,myotis lucifugus,,TRUE
2017,2,myotis lucifugus,,TRUE
2018,2,myotis lucifugus,,TRUE
2020,0,myotis macrodactylus,No publications,TRUE
2017,1,myotis macropus,,TRUE
2020,0,myotis muricola,No publications,TRUE
1951,2,myotis myotis,,TRUE
1953,1,myotis myotis,,TRUE
1956,1,myotis myotis,,TRUE
1959,1,myotis myotis,,TRUE
1960,2,myotis myotis,,TRUE
1964,1,myotis myotis,,TRUE
1967,1,myotis myotis,,TRUE
1969,1,myotis myotis,,TRUE
1977,1,myotis myotis,,TRUE
1979,2,myotis myotis,,TRUE
1983,1,myotis myotis,,TRUE
1986,2,myotis myotis,,TRUE
1992,3,myotis myotis,,TRUE
1995,1,myotis myotis,,TRUE
1996,2,myotis myotis,,TRUE
1999,1,myotis myotis,,TRUE
2000,1,myotis myotis,,TRUE
2001,1,myotis myotis,,TRUE
2002,3,myotis myotis,,TRUE
2003,2,myotis myotis,,TRUE
2004,1,myotis myotis,,TRUE
2005,2,myotis myotis,,TRUE
2006,5,myotis myotis,,TRUE
2007,2,myotis myotis,,TRUE
2008,8,myotis myotis,,TRUE
2009,3,myotis myotis,,TRUE
2010,6,myotis myotis,,TRUE
2011,4,myotis myotis,,TRUE
2012,8,myotis myotis,,TRUE
2013,7,myotis myotis,,TRUE
2014,9,myotis myotis,,TRUE
2015,5,myotis myotis,,TRUE
2016,9,myotis myotis,,TRUE
2017,14,myotis myotis,,TRUE
2018,10,myotis myotis,,TRUE
2019,6,myotis myotis,,TRUE
2020,6,myotis myotis,,TRUE
2020,0,myotis mystacinus,No publications,TRUE
2012,2,myotis nattereri,,TRUE
2013,2,myotis nattereri,,TRUE
2014,2,myotis nattereri,,TRUE
2017,3,myotis nattereri,,TRUE
2018,2,myotis nattereri,,TRUE
2020,1,myotis nattereri,,TRUE
1995,1,myotis nigricans,,TRUE
2007,1,myotis nigricans,,TRUE
2008,1,myotis nigricans,,TRUE
2018,1,myotis nigricans,,TRUE
2014,1,myotis oxygnathus,,TRUE
2017,1,myotis oxygnathus,,TRUE
2020,0,myotis oxyotus,No publications,TRUE
2020,0,myotis pequinius,No publications,TRUE
NA,NA,myotis petax,Lookup error,TRUE
1992,1,myotis punicus,,TRUE
2003,1,myotis punicus,,TRUE
2008,1,myotis ricketti,,TRUE
2017,1,myotis ricketti,,TRUE
2020,0,myotis riparius,No publications,TRUE
2018,1,myotis septentrionalis,,TRUE
2020,0,myotis siligorensis,No publications,TRUE
2013,1,myotis thysanodes,,TRUE
2016,2,myotis velifer,,TRUE
2019,1,myotis velifer,,TRUE
2013,1,myotis volans,,TRUE
2020,0,myotis welwitschii,No publications,TRUE
2018,1,myotis yumanensis,,TRUE
2010,1,myotomys unisulcatus,,TRUE
1999,1,myrmecophaga tridactyla,,TRUE
2009,1,myrmecophaga tridactyla,,TRUE
2020,2,myrmecophaga tridactyla,,TRUE
1997,1,mystacina tuberculata,,TRUE
2015,1,mystacina tuberculata,,TRUE
2020,0,naemorhedus goral,No publications,TRUE
2020,0,nandinia binotata,No publications,TRUE
2010,1,nanger granti,,TRUE
2016,1,nanonycteris veldkampii,,TRUE
2020,0,napaeozapus insignis,No publications,TRUE
2020,0,nasalis larvatus,No publications,TRUE
NA,NA,nasua narica,Lookup error,TRUE
1992,1,nasua nasua,,TRUE
2001,2,nasua nasua,,TRUE
2010,1,nasua nasua,,TRUE
2016,2,nasua nasua,,TRUE
2019,1,nasua nasua,,TRUE
2020,3,nasua nasua,,TRUE
2008,1,natalus stramineus,,TRUE
2008,1,natalus tumidirostris,,TRUE
2020,0,neacomys guianae,No publications,TRUE
2018,1,neacomys musseri,,TRUE
2014,1,neacomys spinosus,,TRUE
2007,1,necromys benefactus,,TRUE
2003,1,necromys lasiurus,,TRUE
2005,2,necromys lasiurus,,TRUE
2008,1,necromys lasiurus,,TRUE
2010,1,necromys lasiurus,,TRUE
2011,1,necromys lasiurus,,TRUE
2013,1,necromys lasiurus,,TRUE
2014,1,necromys lasiurus,,TRUE
2015,1,necromys lasiurus,,TRUE
2016,1,necromys lasiurus,,TRUE
2018,2,necromys lasiurus,,TRUE
2019,1,necromys lasiurus,,TRUE
1991,1,necromys obscurus,,TRUE
1994,1,necromys obscurus,,TRUE
1996,2,necromys obscurus,,TRUE
1981,1,nectomys squamipes,,TRUE
2004,1,nectomys squamipes,,TRUE
2020,0,neodon clarkei,No publications,TRUE
2020,0,neodon leucurus,No publications,TRUE
2000,1,neofelis nebulosa,,TRUE
2019,1,neofelis nebulosa,,TRUE
2020,1,neofelis nebulosa,,TRUE
1998,1,neomonachus schauinslandi,,TRUE
2004,1,neomonachus schauinslandi,,TRUE
2007,1,neomonachus schauinslandi,,TRUE
2015,1,neomonachus schauinslandi,,TRUE
2016,1,neomonachus schauinslandi,,TRUE
1967,1,neomys anomalus,,TRUE
2014,1,neomys anomalus,,TRUE
1967,1,neomys fodiens,,TRUE
2007,1,neomys fodiens,,TRUE
2013,1,neomys fodiens,,TRUE
2014,2,neomys fodiens,,TRUE
2012,1,neophocaena asiaeorientalis,,TRUE
2020,0,neoromicia brunneus,No publications,TRUE
2020,0,neoromicia helios,No publications,TRUE
NA,NA,neoromicia somalicus,Lookup error,TRUE
NA,NA,neoromicia tenuipinnis,Lookup error,TRUE
1996,2,neotoma albigula,,TRUE
1998,1,neotoma albigula,,TRUE
2001,3,neotoma albigula,,TRUE
2003,1,neotoma albigula,,TRUE
2007,1,neotoma albigula,,TRUE
2008,2,neotoma albigula,,TRUE
2013,1,neotoma albigula,,TRUE
2015,1,neotoma albigula,,TRUE
1985,1,neotoma cinerea,,TRUE
2001,1,neotoma cinerea,,TRUE
2018,1,neotoma cinerea,,TRUE
2020,0,neotoma floridana,No publications,TRUE
1996,1,neotoma fuscipes,,TRUE
1996,1,neotoma lepida,,TRUE
2015,1,neotoma lepida,,TRUE
1996,2,neotoma leucodon,,TRUE
1998,1,neotoma leucodon,,TRUE
2001,3,neotoma leucodon,,TRUE
2003,1,neotoma leucodon,,TRUE
2007,1,neotoma leucodon,,TRUE
2008,2,neotoma leucodon,,TRUE
2010,1,neotoma leucodon,,TRUE
2013,1,neotoma leucodon,,TRUE
2015,1,neotoma leucodon,,TRUE
1996,1,neotoma macrotis,,TRUE
2007,1,neotoma macrotis,,TRUE
2015,1,neotoma macrotis,,TRUE
1985,2,neotoma mexicana,,TRUE
1994,1,neotoma mexicana,,TRUE
1996,1,neotoma mexicana,,TRUE
2001,1,neotoma mexicana,,TRUE
2008,1,neotoma mexicana,,TRUE
2011,1,neotoma mexicana,,TRUE
2012,1,neotoma mexicana,,TRUE
1976,1,neotoma micropus,,TRUE
1977,1,neotoma micropus,,TRUE
1982,1,neotoma micropus,,TRUE
2001,1,neotoma micropus,,TRUE
2002,1,neotoma micropus,,TRUE
2007,1,neotoma micropus,,TRUE
2012,2,neotoma micropus,,TRUE
2013,1,neotoma micropus,,TRUE
1996,1,neotoma stephensi,,TRUE
2009,1,neovison vison,,TRUE
2010,1,neovison vison,,TRUE
2011,1,neovison vison,,TRUE
2012,4,neovison vison,,TRUE
2013,1,neovison vison,,TRUE
2014,5,neovison vison,,TRUE
2015,7,neovison vison,,TRUE
2016,4,neovison vison,,TRUE
2017,3,neovison vison,,TRUE
2018,4,neovison vison,,TRUE
2019,4,neovison vison,,TRUE
2020,6,neovison vison,,TRUE
2020,0,nephelomys albigularis,No publications,TRUE
2020,0,nephelomys devius,No publications,TRUE
2009,2,neurotrichus gibbsii,,TRUE
2000,1,niviventer confucianus,,TRUE
2010,1,niviventer confucianus,,TRUE
2012,1,niviventer confucianus,,TRUE
2014,1,niviventer confucianus,,TRUE
2018,1,niviventer confucianus,,TRUE
2021,1,niviventer confucianus,,TRUE
1996,1,niviventer coninga,,TRUE
2020,0,niviventer cremoriventer,No publications,TRUE
2016,1,niviventer eha,,TRUE
2020,0,niviventer excelsior,No publications,TRUE
2020,0,niviventer fulvescens,No publications,TRUE
2000,1,niviventer niviventer,,TRUE
2010,1,niviventer niviventer,,TRUE
2012,1,niviventer niviventer,,TRUE
2014,1,niviventer niviventer,,TRUE
2016,1,niviventer niviventer,,TRUE
2018,1,niviventer niviventer,,TRUE
2020,1,niviventer niviventer,,TRUE
2021,1,niviventer niviventer,,TRUE
2020,0,noctilio leporinus,No publications,TRUE
2020,0,nomascus concolor,No publications,TRUE
2020,0,nomascus gabriellae,No publications,TRUE
NA,NA,nomascus leucogenys,Lookup error,TRUE
NA,NA,notamacropus agilis,Lookup error,TRUE
NA,NA,notamacropus dorsalis,Lookup error,TRUE
NA,NA,notamacropus eugenii,Lookup error,TRUE
NA,NA,notamacropus parma,Lookup error,TRUE
2020,0,notamacropus parryi,No publications,TRUE
2020,0,notamacropus rufogriseus,No publications,TRUE
2020,0,nyctalus lasiopterus,No publications,TRUE
NA,NA,nyctalus leisleri,Lookup error,TRUE
NA,NA,nyctalus noctula,Lookup error,TRUE
NA,NA,nyctalus plancyi,Lookup error,TRUE
NA,NA,nyctalus velutinus,Lookup error,TRUE
NA,NA,nyctereutes procyonoides,Lookup error,TRUE
2006,1,nycteris gambiensis,,TRUE
2020,0,nycteris grandis,No publications,TRUE
2020,0,nycteris hispida,No publications,TRUE
NA,NA,nycteris macrotis,Lookup error,TRUE
NA,NA,nycteris nana,Lookup error,TRUE
NA,NA,nycteris thebaica,Lookup error,TRUE
2020,0,nycteris tragata,No publications,TRUE
NA,NA,nycticebus bengalensis,Lookup error,TRUE
NA,NA,nycticebus coucang,Lookup error,TRUE
NA,NA,nycticebus pygmaeus,Lookup error,TRUE
2007,1,nycticeius humeralis,,TRUE
2020,0,nyctimene cephalotes,No publications,TRUE
2007,2,nyctinomops laticaudatus,,TRUE
2010,1,nyctinomops laticaudatus,,TRUE
2011,1,nyctinomops laticaudatus,,TRUE
2013,1,nyctinomops laticaudatus,,TRUE
2015,1,nyctinomops laticaudatus,,TRUE
2019,1,nyctinomops laticaudatus,,TRUE
1998,1,nyctinomops macrotis,,TRUE
2006,1,nyctinomops macrotis,,TRUE
2011,1,nyctinomops macrotis,,TRUE
2020,0,nyctophilus arnhemensis,No publications,TRUE
2020,0,nyctophilus geoffroyi,No publications,TRUE
NA,NA,nyctophilus gouldi,Lookup error,TRUE
NA,NA,ochotona alpina,Lookup error,TRUE
2014,1,ochotona curzoniae,,TRUE
2015,1,ochotona curzoniae,,TRUE
2016,1,ochotona curzoniae,,TRUE
2020,0,ochotona thibetana,No publications,TRUE
1986,1,odobenus rosmarus,,TRUE
1994,1,odobenus rosmarus,,TRUE
2000,1,odobenus rosmarus,,TRUE
2002,2,odobenus rosmarus,,TRUE
2004,1,odobenus rosmarus,,TRUE
2014,1,odobenus rosmarus,,TRUE
1976,1,odocoileus hemionus,,TRUE
1977,3,odocoileus hemionus,,TRUE
1979,2,odocoileus hemionus,,TRUE
1980,1,odocoileus hemionus,,TRUE
1982,1,odocoileus hemionus,,TRUE
1983,1,odocoileus hemionus,,TRUE
1985,3,odocoileus hemionus,,TRUE
1986,1,odocoileus hemionus,,TRUE
1987,2,odocoileus hemionus,,TRUE
1988,1,odocoileus hemionus,,TRUE
1989,2,odocoileus hemionus,,TRUE
1991,1,odocoileus hemionus,,TRUE
1994,2,odocoileus hemionus,,TRUE
1996,3,odocoileus hemionus,,TRUE
1997,3,odocoileus hemionus,,TRUE
1999,2,odocoileus hemionus,,TRUE
2001,1,odocoileus hemionus,,TRUE
2002,4,odocoileus hemionus,,TRUE
2003,1,odocoileus hemionus,,TRUE
2004,3,odocoileus hemionus,,TRUE
2007,2,odocoileus hemionus,,TRUE
2009,1,odocoileus hemionus,,TRUE
2010,2,odocoileus hemionus,,TRUE
2011,1,odocoileus hemionus,,TRUE
2012,1,odocoileus hemionus,,TRUE
2013,3,odocoileus hemionus,,TRUE
2014,2,odocoileus hemionus,,TRUE
2015,1,odocoileus hemionus,,TRUE
2016,1,odocoileus hemionus,,TRUE
2017,1,odocoileus hemionus,,TRUE
2018,4,odocoileus hemionus,,TRUE
2019,2,odocoileus hemionus,,TRUE
2020,1,odocoileus hemionus,,TRUE
1958,1,odocoileus virginianus,,TRUE
1960,1,odocoileus virginianus,,TRUE
1970,2,odocoileus virginianus,,TRUE
1975,2,odocoileus virginianus,,TRUE
1976,2,odocoileus virginianus,,TRUE
1977,4,odocoileus virginianus,,TRUE
1979,1,odocoileus virginianus,,TRUE
1981,2,odocoileus virginianus,,TRUE
1982,1,odocoileus virginianus,,TRUE
1983,2,odocoileus virginianus,,TRUE
1984,1,odocoileus virginianus,,TRUE
1985,5,odocoileus virginianus,,TRUE
1986,2,odocoileus virginianus,,TRUE
1987,3,odocoileus virginianus,,TRUE
1988,2,odocoileus virginianus,,TRUE
1989,4,odocoileus virginianus,,TRUE
1991,6,odocoileus virginianus,,TRUE
1992,3,odocoileus virginianus,,TRUE
1994,1,odocoileus virginianus,,TRUE
1995,3,odocoileus virginianus,,TRUE
1996,5,odocoileus virginianus,,TRUE
1997,4,odocoileus virginianus,,TRUE
1998,1,odocoileus virginianus,,TRUE
1999,3,odocoileus virginianus,,TRUE
2000,2,odocoileus virginianus,,TRUE
2002,4,odocoileus virginianus,,TRUE
2003,4,odocoileus virginianus,,TRUE
2004,3,odocoileus virginianus,,TRUE
2005,4,odocoileus virginianus,,TRUE
2006,1,odocoileus virginianus,,TRUE
2007,4,odocoileus virginianus,,TRUE
2008,9,odocoileus virginianus,,TRUE
2009,5,odocoileus virginianus,,TRUE
2010,4,odocoileus virginianus,,TRUE
2011,4,odocoileus virginianus,,TRUE
2012,8,odocoileus virginianus,,TRUE
2013,12,odocoileus virginianus,,TRUE
2014,3,odocoileus virginianus,,TRUE
2015,6,odocoileus virginianus,,TRUE
2016,4,odocoileus virginianus,,TRUE
2017,3,odocoileus virginianus,,TRUE
2018,10,odocoileus virginianus,,TRUE
2019,10,odocoileus virginianus,,TRUE
2020,9,odocoileus virginianus,,TRUE
2020,0,oecomys auyantepui,No publications,TRUE
2001,1,oecomys bicolor,,TRUE
2001,1,oecomys paricola,,TRUE
2020,0,oecomys roberti,No publications,TRUE
2020,0,oecomys rutilus,No publications,TRUE
NA,NA,okapia johnstoni,Lookup error,TRUE
NA,NA,oligoryzomys chacoensis,Lookup error,TRUE
1991,1,oligoryzomys flavescens,,TRUE
1999,1,oligoryzomys flavescens,,TRUE
2002,1,oligoryzomys flavescens,,TRUE
2003,1,oligoryzomys flavescens,,TRUE
2011,1,oligoryzomys flavescens,,TRUE
2018,2,oligoryzomys flavescens,,TRUE
2019,1,oligoryzomys flavescens,,TRUE
2020,2,oligoryzomys flavescens,,TRUE
2005,1,oligoryzomys fornesi,,TRUE
2010,1,oligoryzomys fornesi,,TRUE
2014,1,oligoryzomys fornesi,,TRUE
2000,1,oligoryzomys fulvescens,,TRUE
2004,4,oligoryzomys fulvescens,,TRUE
2005,1,oligoryzomys fulvescens,,TRUE
2009,3,oligoryzomys fulvescens,,TRUE
2010,1,oligoryzomys fulvescens,,TRUE
2011,1,oligoryzomys fulvescens,,TRUE
2013,1,oligoryzomys fulvescens,,TRUE
2014,1,oligoryzomys fulvescens,,TRUE
2017,1,oligoryzomys fulvescens,,TRUE
1998,1,oligoryzomys longicaudatus,,TRUE
1999,1,oligoryzomys longicaudatus,,TRUE
2000,1,oligoryzomys longicaudatus,,TRUE
2001,1,oligoryzomys longicaudatus,,TRUE
2002,1,oligoryzomys longicaudatus,,TRUE
2004,2,oligoryzomys longicaudatus,,TRUE
2008,1,oligoryzomys longicaudatus,,TRUE
2009,2,oligoryzomys longicaudatus,,TRUE
2010,2,oligoryzomys longicaudatus,,TRUE
2011,3,oligoryzomys longicaudatus,,TRUE
2012,1,oligoryzomys longicaudatus,,TRUE
2013,1,oligoryzomys longicaudatus,,TRUE
2014,3,oligoryzomys longicaudatus,,TRUE
2015,1,oligoryzomys longicaudatus,,TRUE
2016,1,oligoryzomys longicaudatus,,TRUE
2019,2,oligoryzomys longicaudatus,,TRUE
2020,1,oligoryzomys longicaudatus,,TRUE
2017,1,oligoryzomys mattogrossae,,TRUE
2019,1,oligoryzomys mattogrossae,,TRUE
1997,1,oligoryzomys microtis,,TRUE
1999,1,oligoryzomys microtis,,TRUE
2005,2,oligoryzomys microtis,,TRUE
2010,1,oligoryzomys microtis,,TRUE
2012,2,oligoryzomys microtis,,TRUE
2005,1,oligoryzomys nigripes,,TRUE
2008,1,oligoryzomys nigripes,,TRUE
2009,2,oligoryzomys nigripes,,TRUE
2010,1,oligoryzomys nigripes,,TRUE
2011,2,oligoryzomys nigripes,,TRUE
2012,1,oligoryzomys nigripes,,TRUE
2013,2,oligoryzomys nigripes,,TRUE
2014,3,oligoryzomys nigripes,,TRUE
2017,1,oligoryzomys nigripes,,TRUE
2018,3,oligoryzomys nigripes,,TRUE
2019,2,oligoryzomys nigripes,,TRUE
2011,1,oligoryzomys utiaritensis,,TRUE
2005,1,oligoryzomys vegetus,,TRUE
2009,2,oligoryzomys vegetus,,TRUE
2017,1,oligoryzomys vegetus,,TRUE
1987,1,ondatra zibethicus,,TRUE
2001,1,ondatra zibethicus,,TRUE
2010,1,ondatra zibethicus,,TRUE
2013,1,ondatra zibethicus,,TRUE
2017,1,ondatra zibethicus,,TRUE
2018,1,ondatra zibethicus,,TRUE
2020,0,onychogalea unguifera,No publications,TRUE
1998,1,onychomys leucogaster,,TRUE
2006,1,onychomys leucogaster,,TRUE
2010,2,onychomys leucogaster,,TRUE
2020,0,onychomys torridus,No publications,TRUE
1990,1,orcinus orca,,TRUE
1993,1,orcinus orca,,TRUE
2009,1,orcinus orca,,TRUE
2019,1,orcinus orca,,TRUE
2020,1,orcinus orca,,TRUE
1986,1,oreamnos americanus,,TRUE
1996,1,oreamnos americanus,,TRUE
2008,1,oreamnos americanus,,TRUE
2012,1,oreamnos americanus,,TRUE
2016,1,oreamnos americanus,,TRUE
2018,1,oreamnos americanus,,TRUE
2020,0,oreotragus oreotragus,No publications,TRUE
2020,0,orientallactaga sibirica,No publications,TRUE
1953,2,oryctolagus cuniculus,,TRUE
1954,1,oryctolagus cuniculus,,TRUE
1957,1,oryctolagus cuniculus,,TRUE
1970,1,oryctolagus cuniculus,,TRUE
1973,1,oryctolagus cuniculus,,TRUE
1975,3,oryctolagus cuniculus,,TRUE
1977,1,oryctolagus cuniculus,,TRUE
1978,2,oryctolagus cuniculus,,TRUE
1979,1,oryctolagus cuniculus,,TRUE
1981,1,oryctolagus cuniculus,,TRUE
1984,2,oryctolagus cuniculus,,TRUE
1989,1,oryctolagus cuniculus,,TRUE
1990,1,oryctolagus cuniculus,,TRUE
1992,2,oryctolagus cuniculus,,TRUE
1993,2,oryctolagus cuniculus,,TRUE
1995,3,oryctolagus cuniculus,,TRUE
1996,2,oryctolagus cuniculus,,TRUE
1997,5,oryctolagus cuniculus,,TRUE
1998,5,oryctolagus cuniculus,,TRUE
1999,4,oryctolagus cuniculus,,TRUE
2000,3,oryctolagus cuniculus,,TRUE
2001,1,oryctolagus cuniculus,,TRUE
2002,6,oryctolagus cuniculus,,TRUE
2003,5,oryctolagus cuniculus,,TRUE
2004,3,oryctolagus cuniculus,,TRUE
2005,5,oryctolagus cuniculus,,TRUE
2006,4,oryctolagus cuniculus,,TRUE
2007,6,oryctolagus cuniculus,,TRUE
2008,5,oryctolagus cuniculus,,TRUE
2009,5,oryctolagus cuniculus,,TRUE
2010,3,oryctolagus cuniculus,,TRUE
2011,3,oryctolagus cuniculus,,TRUE
2012,10,oryctolagus cuniculus,,TRUE
2013,7,oryctolagus cuniculus,,TRUE
2014,8,oryctolagus cuniculus,,TRUE
2015,18,oryctolagus cuniculus,,TRUE
2016,11,oryctolagus cuniculus,,TRUE
2017,15,oryctolagus cuniculus,,TRUE
2018,15,oryctolagus cuniculus,,TRUE
2019,8,oryctolagus cuniculus,,TRUE
2020,12,oryctolagus cuniculus,,TRUE
2021,1,oryctolagus cuniculus,,TRUE
1981,1,oryx beisa,,TRUE
1998,1,oryx dammah,,TRUE
2002,1,oryx dammah,,TRUE
2020,1,oryx dammah,,TRUE
1989,1,oryx gazella,,TRUE
2002,1,oryx gazella,,TRUE
2004,2,oryx gazella,,TRUE
1989,1,oryx leucoryx,,TRUE
1992,2,oryx leucoryx,,TRUE
2005,1,oryx leucoryx,,TRUE
2008,1,oryx leucoryx,,TRUE
2013,1,oryx leucoryx,,TRUE
2015,1,oryx leucoryx,,TRUE
2006,1,oryzomys couesi,,TRUE
2007,1,oryzomys couesi,,TRUE
2009,1,oryzomys couesi,,TRUE
2010,1,oryzomys couesi,,TRUE
1996,1,oryzomys palustris,,TRUE
1997,1,oryzomys palustris,,TRUE
1998,2,oryzomys palustris,,TRUE
2005,1,oryzomys palustris,,TRUE
2006,1,oryzomys palustris,,TRUE
2009,1,oryzomys palustris,,TRUE
2013,1,oryzomys palustris,,TRUE
2017,1,oryzomys texensis,,TRUE
2020,0,osphranter robustus,No publications,TRUE
2020,0,osphranter rufus,No publications,TRUE
NA,NA,otaria byronia,Lookup error,TRUE
NA,NA,otocolobus manul,Lookup error,TRUE
1996,1,otocyon megalotis,,TRUE
1998,1,otocyon megalotis,,TRUE
2000,1,otocyon megalotis,,TRUE
2020,0,otolemur crassicaudatus,No publications,TRUE
