"Year","NumPubs","Host","Note"
2007,37,"meriones unguiculatus",""
2008,30,"meriones unguiculatus",""
2009,35,"meriones unguiculatus",""
2010,27,"meriones unguiculatus",""
2011,27,"meriones unguiculatus",""
2012,23,"meriones unguiculatus",""
2013,32,"meriones unguiculatus",""
2014,24,"meriones unguiculatus",""
2015,28,"meriones unguiculatus",""
2016,25,"meriones unguiculatus",""
2017,22,"meriones unguiculatus",""
2018,24,"meriones unguiculatus",""
2019,25,"meriones unguiculatus",""
2020,16,"meriones unguiculatus",""
1983,1,"micaelamys namaquensis",""
1987,1,"micaelamys namaquensis",""
1988,1,"micaelamys namaquensis",""
1998,1,"micaelamys namaquensis",""
1999,2,"micaelamys namaquensis",""
2002,2,"micaelamys namaquensis",""
2004,2,"micaelamys namaquensis",""
2005,2,"micaelamys namaquensis",""
2006,1,"micaelamys namaquensis",""
2010,1,"micaelamys namaquensis",""
2011,1,"micaelamys namaquensis",""
2012,1,"micaelamys namaquensis",""
2013,2,"micaelamys namaquensis",""
2014,3,"micaelamys namaquensis",""
2016,1,"micaelamys namaquensis",""
2017,1,"micaelamys namaquensis",""
2018,2,"micaelamys namaquensis",""
2019,2,"micaelamys namaquensis",""
2020,3,"micaelamys namaquensis",""
1957,1,"micromys minutus",""
1967,1,"micromys minutus",""
1969,1,"micromys minutus",""
1970,2,"micromys minutus",""
1972,1,"micromys minutus",""
1979,1,"micromys minutus",""
1980,2,"micromys minutus",""
1981,1,"micromys minutus",""
1985,2,"micromys minutus",""
1986,2,"micromys minutus",""
1987,4,"micromys minutus",""
1988,2,"micromys minutus",""
1990,3,"micromys minutus",""
1991,1,"micromys minutus",""
1992,2,"micromys minutus",""
1995,3,"micromys minutus",""
1996,2,"micromys minutus",""
1997,3,"micromys minutus",""
1999,3,"micromys minutus",""
2001,1,"micromys minutus",""
2004,1,"micromys minutus",""
2006,3,"micromys minutus",""
2007,3,"micromys minutus",""
2008,1,"micromys minutus",""
2009,3,"micromys minutus",""
2010,6,"micromys minutus",""
2011,1,"micromys minutus",""
2012,2,"micromys minutus",""
2013,5,"micromys minutus",""
2014,4,"micromys minutus",""
2015,4,"micromys minutus",""
2016,3,"micromys minutus",""
2017,8,"micromys minutus",""
2018,2,"micromys minutus",""
2019,3,"micromys minutus",""
2020,4,"micromys minutus",""
1977,2,"millardia meltada",""
1978,2,"millardia meltada",""
1979,2,"millardia meltada",""
1981,2,"millardia meltada",""
1984,1,"millardia meltada",""
1985,2,"millardia meltada",""
1987,1,"millardia meltada",""
1988,1,"millardia meltada",""
1989,1,"millardia meltada",""
1992,1,"millardia meltada",""
1993,1,"millardia meltada",""
1994,2,"millardia meltada",""
1995,1,"millardia meltada",""
1997,1,"millardia meltada",""
1998,1,"millardia meltada",""
2002,1,"millardia meltada",""
2007,1,"millardia meltada",""
2018,1,"millardia meltada",""
2020,1,"millardia meltada",""
1968,1,"mus booduga",""
1973,1,"mus booduga",""
1974,1,"mus booduga",""
1975,2,"mus booduga",""
1977,1,"mus booduga",""
1979,1,"mus booduga",""
1980,2,"mus booduga",""
1983,2,"mus booduga",""
1984,3,"mus booduga",""
1985,2,"mus booduga",""
1986,2,"mus booduga",""
1987,3,"mus booduga",""
1988,1,"mus booduga",""
1989,2,"mus booduga",""
1991,1,"mus booduga",""
1994,2,"mus booduga",""
1995,1,"mus booduga",""
1996,6,"mus booduga",""
1997,2,"mus booduga",""
1998,5,"mus booduga",""
1999,5,"mus booduga",""
2000,4,"mus booduga",""
2001,2,"mus booduga",""
2002,3,"mus booduga",""
2003,3,"mus booduga",""
2004,2,"mus booduga",""
2009,1,"mus booduga",""
2010,1,"mus booduga",""
2012,1,"mus booduga",""
2014,1,"mus booduga",""
2015,2,"mus booduga",""
2019,1,"mus booduga",""
2020,1,"mus booduga",""
1972,1,"mus caroli",""
1973,1,"mus caroli",""
1975,2,"mus caroli",""
1976,2,"mus caroli",""
1977,3,"mus caroli",""
1978,2,"mus caroli",""
1979,1,"mus caroli",""
1980,3,"mus caroli",""
1981,1,"mus caroli",""
1982,3,"mus caroli",""
1983,5,"mus caroli",""
1984,7,"mus caroli",""
1985,6,"mus caroli",""
1986,7,"mus caroli",""
1987,4,"mus caroli",""
1988,7,"mus caroli",""
1989,5,"mus caroli",""
1990,6,"mus caroli",""
1991,5,"mus caroli",""
1992,2,"mus caroli",""
1993,4,"mus caroli",""
1994,6,"mus caroli",""
1995,3,"mus caroli",""
1996,6,"mus caroli",""
1997,3,"mus caroli",""
1998,5,"mus caroli",""
1999,2,"mus caroli",""
2000,3,"mus caroli",""
2001,5,"mus caroli",""
2002,2,"mus caroli",""
2003,3,"mus caroli",""
2004,2,"mus caroli",""
2005,4,"mus caroli",""
2006,3,"mus caroli",""
2007,2,"mus caroli",""
2008,3,"mus caroli",""
2009,3,"mus caroli",""
2010,1,"mus caroli",""
2011,4,"mus caroli",""
2012,4,"mus caroli",""
2014,3,"mus caroli",""
2015,1,"mus caroli",""
2016,2,"mus caroli",""
2017,1,"mus caroli",""
2018,3,"mus caroli",""
2020,3,"mus caroli",""
1973,2,"mus cervicolor",""
1976,2,"mus cervicolor",""
1977,5,"mus cervicolor",""
1978,3,"mus cervicolor",""
1979,4,"mus cervicolor",""
1980,2,"mus cervicolor",""
1981,2,"mus cervicolor",""
1984,1,"mus cervicolor",""
1986,2,"mus cervicolor",""
1988,1,"mus cervicolor",""
1991,1,"mus cervicolor",""
1993,2,"mus cervicolor",""
1994,2,"mus cervicolor",""
1996,1,"mus cervicolor",""
2001,2,"mus cervicolor",""
2002,2,"mus cervicolor",""
2003,2,"mus cervicolor",""
2004,1,"mus cervicolor",""
2006,1,"mus cervicolor",""
2009,1,"mus cervicolor",""
2012,2,"mus cervicolor",""
2016,1,"mus cervicolor",""
2018,1,"mus cervicolor",""
2020,1,"mus cervicolor",""
1967,2,"mus musculoides",""
1970,1,"mus musculoides",""
1976,1,"mus musculoides",""
2002,1,"mus musculoides",""
2017,2,"mus musculoides",""
1950,5,"mus musculus",""
1951,3,"mus musculus",""
1952,3,"mus musculus",""
1953,5,"mus musculus",""
1954,2,"mus musculus",""
1955,3,"mus musculus",""
1956,4,"mus musculus",""
1957,3,"mus musculus",""
1958,4,"mus musculus",""
1959,8,"mus musculus",""
1960,2,"mus musculus",""
1961,8,"mus musculus",""
1962,5,"mus musculus",""
1963,11,"mus musculus",""
1964,9,"mus musculus",""
1965,15,"mus musculus",""
1966,12,"mus musculus",""
1967,17,"mus musculus",""
1968,13,"mus musculus",""
1969,24,"mus musculus",""
1970,21,"mus musculus",""
1971,19,"mus musculus",""
1972,29,"mus musculus",""
1973,33,"mus musculus",""
1974,29,"mus musculus",""
1975,58,"mus musculus",""
1976,62,"mus musculus",""
1977,38,"mus musculus",""
1978,48,"mus musculus",""
1979,61,"mus musculus",""
1980,42,"mus musculus",""
1981,64,"mus musculus",""
1982,69,"mus musculus",""
1983,60,"mus musculus",""
1984,62,"mus musculus",""
1985,64,"mus musculus",""
1986,76,"mus musculus",""
1987,59,"mus musculus",""
1988,81,"mus musculus",""
1989,70,"mus musculus",""
1990,59,"mus musculus",""
1991,94,"mus musculus",""
1992,84,"mus musculus",""
1993,91,"mus musculus",""
1994,73,"mus musculus",""
1995,77,"mus musculus",""
1996,71,"mus musculus",""
1997,57,"mus musculus",""
1998,82,"mus musculus",""
1999,82,"mus musculus",""
2000,66,"mus musculus",""
2001,89,"mus musculus",""
2002,104,"mus musculus",""
2003,115,"mus musculus",""
2004,108,"mus musculus",""
2005,90,"mus musculus",""
2006,126,"mus musculus",""
2007,169,"mus musculus",""
2008,163,"mus musculus",""
2009,147,"mus musculus",""
2010,168,"mus musculus",""
2011,179,"mus musculus",""
2012,154,"mus musculus",""
2013,184,"mus musculus",""
2014,223,"mus musculus",""
2015,200,"mus musculus",""
2016,220,"mus musculus",""
2017,224,"mus musculus",""
2018,229,"mus musculus",""
2019,230,"mus musculus",""
2020,209,"mus musculus",""
1985,1,"mus setulosus",""
1992,1,"mus setulosus",""
1999,1,"mus setulosus",""
2011,1,"mus setulosus",""
1978,1,"mus spicilegus",""
1979,1,"mus spicilegus",""
1985,1,"mus spicilegus",""
1987,1,"mus spicilegus",""
1989,1,"mus spicilegus",""
1990,1,"mus spicilegus",""
1991,2,"mus spicilegus",""
1992,3,"mus spicilegus",""
1993,4,"mus spicilegus",""
1994,5,"mus spicilegus",""
1996,2,"mus spicilegus",""
1997,4,"mus spicilegus",""
1998,3,"mus spicilegus",""
1999,5,"mus spicilegus",""
2000,3,"mus spicilegus",""
2002,1,"mus spicilegus",""
2003,6,"mus spicilegus",""
2004,3,"mus spicilegus",""
2005,2,"mus spicilegus",""
2006,1,"mus spicilegus",""
2007,3,"mus spicilegus",""
2008,3,"mus spicilegus",""
2009,4,"mus spicilegus",""
2010,1,"mus spicilegus",""
2011,2,"mus spicilegus",""
2012,5,"mus spicilegus",""
2013,2,"mus spicilegus",""
2014,2,"mus spicilegus",""
2015,3,"mus spicilegus",""
2016,3,"mus spicilegus",""
2017,2,"mus spicilegus",""
2018,3,"mus spicilegus",""
2019,2,"mus spicilegus",""
2020,1,"mus spicilegus",""
1978,4,"mus spretus",""
1979,2,"mus spretus",""
1980,3,"mus spretus",""
1982,3,"mus spretus",""
1983,4,"mus spretus",""
1984,8,"mus spretus",""
1985,12,"mus spretus",""
1986,5,"mus spretus",""
1987,13,"mus spretus",""
1988,12,"mus spretus",""
1989,28,"mus spretus",""
1990,25,"mus spretus",""
1991,37,"mus spretus",""
1992,36,"mus spretus",""
1993,45,"mus spretus",""
1994,39,"mus spretus",""
1995,39,"mus spretus",""
1996,26,"mus spretus",""
1997,18,"mus spretus",""
1998,25,"mus spretus",""
1999,23,"mus spretus",""
2000,13,"mus spretus",""
2001,17,"mus spretus",""
2002,18,"mus spretus",""
2003,15,"mus spretus",""
2004,20,"mus spretus",""
2005,6,"mus spretus",""
2006,8,"mus spretus",""
2007,9,"mus spretus",""
2008,11,"mus spretus",""
2009,9,"mus spretus",""
2010,9,"mus spretus",""
2011,8,"mus spretus",""
2012,9,"mus spretus",""
2013,9,"mus spretus",""
2014,13,"mus spretus",""
2015,6,"mus spretus",""
2016,13,"mus spretus",""
2017,9,"mus spretus",""
2018,9,"mus spretus",""
2019,6,"mus spretus",""
2020,7,"mus spretus",""
1966,1,"nesokia indica",""
1975,2,"nesokia indica",""
1977,1,"nesokia indica",""
1978,2,"nesokia indica",""
1982,2,"nesokia indica",""
1983,2,"nesokia indica",""
1984,1,"nesokia indica",""
1987,2,"nesokia indica",""
1988,1,"nesokia indica",""
1989,1,"nesokia indica",""
1991,3,"nesokia indica",""
1993,1,"nesokia indica",""
1996,1,"nesokia indica",""
2001,1,"nesokia indica",""
2004,1,"nesokia indica",""
2008,2,"nesokia indica",""
2009,3,"nesokia indica",""
2013,1,"nesokia indica",""
2016,2,"nesokia indica",""
2017,4,"nesokia indica",""
2018,4,"nesokia indica",""
2019,1,"nesokia indica",""
1978,1,"niviventer andersoni",""
2007,1,"niviventer andersoni",""
2017,1,"niviventer andersoni",""
1985,1,"niviventer confucianus",""
1990,1,"niviventer confucianus",""
1993,1,"niviventer confucianus",""
1994,1,"niviventer confucianus",""
1996,2,"niviventer confucianus",""
1999,2,"niviventer confucianus",""
2000,2,"niviventer confucianus",""
2001,4,"niviventer confucianus",""
2002,1,"niviventer confucianus",""
2003,3,"niviventer confucianus",""
2004,2,"niviventer confucianus",""
2005,2,"niviventer confucianus",""
2006,3,"niviventer confucianus",""
2007,3,"niviventer confucianus",""
2008,4,"niviventer confucianus",""
2009,3,"niviventer confucianus",""
2010,5,"niviventer confucianus",""
2011,4,"niviventer confucianus",""
2012,4,"niviventer confucianus",""
2013,4,"niviventer confucianus",""
2014,5,"niviventer confucianus",""
2015,2,"niviventer confucianus",""
2016,3,"niviventer confucianus",""
2017,2,"niviventer confucianus",""
2018,8,"niviventer confucianus",""
2019,7,"niviventer confucianus",""
2020,2,"niviventer confucianus",""
2007,1,"niviventer coxingi",""
2007,1,"niviventer eha",""
2016,2,"niviventer eha",""
1978,1,"niviventer niviventer",""
1990,1,"niviventer niviventer",""
1994,1,"niviventer niviventer",""
1997,1,"niviventer niviventer",""
2000,1,"niviventer niviventer",""
2001,2,"niviventer niviventer",""
2002,2,"niviventer niviventer",""
2003,1,"niviventer niviventer",""
2006,1,"niviventer niviventer",""
2007,1,"niviventer niviventer",""
2008,2,"niviventer niviventer",""
2009,2,"niviventer niviventer",""
2010,4,"niviventer niviventer",""
2011,1,"niviventer niviventer",""
2012,6,"niviventer niviventer",""
2013,2,"niviventer niviventer",""
2014,6,"niviventer niviventer",""
2015,4,"niviventer niviventer",""
2016,3,"niviventer niviventer",""
2017,4,"niviventer niviventer",""
2018,2,"niviventer niviventer",""
2019,6,"niviventer niviventer",""
2020,3,"niviventer niviventer",""
1983,1,"otomys irroratus",""
1985,2,"otomys irroratus",""
1992,1,"otomys irroratus",""
1997,1,"otomys irroratus",""
1999,1,"otomys irroratus",""
2001,1,"otomys irroratus",""
2003,1,"otomys irroratus",""
2005,1,"otomys irroratus",""
2011,1,"otomys irroratus",""
2018,1,"otomys irroratus",""
2018,0,"otomys tropicalis","No publications"
2009,1,"pelomys isseli",""
1983,1,"praomys daltoni",""
2001,1,"praomys daltoni",""
2010,1,"praomys daltoni",""
2014,1,"praomys daltoni",""
2018,3,"praomys daltoni",""
1972,1,"praomys jacksoni",""
1990,1,"praomys jacksoni",""
2012,1,"praomys jacksoni",""
2014,1,"praomys jacksoni",""
1990,1,"praomys tullbergi",""
2007,1,"praomys tullbergi",""
2009,2,"praomys tullbergi",""
2012,1,"praomys tullbergi",""
2014,1,"praomys tullbergi",""
2016,1,"praomys tullbergi",""
2017,1,"praomys tullbergi",""
1976,1,"rattus argentiventer",""
1977,2,"rattus argentiventer",""
1978,1,"rattus argentiventer",""
1979,1,"rattus argentiventer",""
1983,1,"rattus argentiventer",""
1991,1,"rattus argentiventer",""
1992,1,"rattus argentiventer",""
1993,1,"rattus argentiventer",""
1997,2,"rattus argentiventer",""
1998,1,"rattus argentiventer",""
2003,1,"rattus argentiventer",""
2010,1,"rattus argentiventer",""
2011,1,"rattus argentiventer",""
2012,2,"rattus argentiventer",""
2013,2,"rattus argentiventer",""
2014,2,"rattus argentiventer",""
2015,2,"rattus argentiventer",""
2017,1,"rattus argentiventer",""
2018,2,"rattus argentiventer",""
2019,1,"rattus argentiventer",""
1965,1,"rattus exulans",""
1970,1,"rattus exulans",""
1971,1,"rattus exulans",""
1972,1,"rattus exulans",""
1973,1,"rattus exulans",""
1974,1,"rattus exulans",""
1975,2,"rattus exulans",""
1976,1,"rattus exulans",""
1977,1,"rattus exulans",""
1978,3,"rattus exulans",""
1980,4,"rattus exulans",""
1981,1,"rattus exulans",""
1983,1,"rattus exulans",""
1984,3,"rattus exulans",""
1987,1,"rattus exulans",""
1988,1,"rattus exulans",""
1989,1,"rattus exulans",""
1991,4,"rattus exulans",""
1993,1,"rattus exulans",""
1994,1,"rattus exulans",""
1995,1,"rattus exulans",""
1996,1,"rattus exulans",""
1997,1,"rattus exulans",""
1998,1,"rattus exulans",""
1999,1,"rattus exulans",""
2000,2,"rattus exulans",""
2001,1,"rattus exulans",""
2002,3,"rattus exulans",""
2003,6,"rattus exulans",""
2004,1,"rattus exulans",""
2006,1,"rattus exulans",""
2007,2,"rattus exulans",""
2008,5,"rattus exulans",""
2009,3,"rattus exulans",""
2010,2,"rattus exulans",""
2011,3,"rattus exulans",""
2012,3,"rattus exulans",""
2013,5,"rattus exulans",""
2014,6,"rattus exulans",""
2015,6,"rattus exulans",""
2016,7,"rattus exulans",""
2017,3,"rattus exulans",""
2018,5,"rattus exulans",""
2019,3,"rattus exulans",""
2020,8,"rattus exulans",""
1975,1,"rattus flavipectus",""
1982,1,"rattus flavipectus",""
1998,1,"rattus flavipectus",""
2002,1,"rattus flavipectus",""
2003,1,"rattus flavipectus",""
2005,2,"rattus flavipectus",""
2006,2,"rattus flavipectus",""
2007,2,"rattus flavipectus",""
2008,4,"rattus flavipectus",""
2009,1,"rattus flavipectus",""
2010,5,"rattus flavipectus",""
2011,5,"rattus flavipectus",""
2012,3,"rattus flavipectus",""
2013,2,"rattus flavipectus",""
2014,5,"rattus flavipectus",""
2015,1,"rattus flavipectus",""
2016,3,"rattus flavipectus",""
2017,4,"rattus flavipectus",""
2018,6,"rattus flavipectus",""
2019,1,"rattus flavipectus",""
2020,1,"rattus flavipectus",""
1973,1,"rattus fuscipes",""
1976,1,"rattus fuscipes",""
1977,1,"rattus fuscipes",""
1978,1,"rattus fuscipes",""
1979,1,"rattus fuscipes",""
1980,1,"rattus fuscipes",""
1981,2,"rattus fuscipes",""
1983,1,"rattus fuscipes",""
1984,1,"rattus fuscipes",""
1986,1,"rattus fuscipes",""
1990,2,"rattus fuscipes",""
1993,2,"rattus fuscipes",""
1999,1,"rattus fuscipes",""
2000,2,"rattus fuscipes",""
2001,4,"rattus fuscipes",""
2002,1,"rattus fuscipes",""
2003,1,"rattus fuscipes",""
2007,2,"rattus fuscipes",""
2008,1,"rattus fuscipes",""
2009,1,"rattus fuscipes",""
2010,2,"rattus fuscipes",""
2011,4,"rattus fuscipes",""
2014,3,"rattus fuscipes",""
2015,3,"rattus fuscipes",""
2016,2,"rattus fuscipes",""
2017,1,"rattus fuscipes",""
2018,2,"rattus fuscipes",""
2020,1,"rattus fuscipes",""
1984,1,"rattus losea",""
1985,2,"rattus losea",""
1989,1,"rattus losea",""
1990,1,"rattus losea",""
1996,1,"rattus losea",""
1997,1,"rattus losea",""
1998,3,"rattus losea",""
1999,1,"rattus losea",""
2001,1,"rattus losea",""
2002,2,"rattus losea",""
2003,3,"rattus losea",""
2005,1,"rattus losea",""
2007,1,"rattus losea",""
2008,2,"rattus losea",""
2009,1,"rattus losea",""
2010,5,"rattus losea",""
2011,3,"rattus losea",""
2012,2,"rattus losea",""
2013,2,"rattus losea",""
2014,2,"rattus losea",""
2015,6,"rattus losea",""
2016,2,"rattus losea",""
2017,2,"rattus losea",""
2018,7,"rattus losea",""
2019,2,"rattus losea",""
2020,4,"rattus losea",""
1973,1,"rattus lutreolus",""
1981,2,"rattus lutreolus",""
1997,1,"rattus lutreolus",""
2001,3,"rattus lutreolus",""
2007,1,"rattus lutreolus",""
2010,1,"rattus lutreolus",""
2013,1,"rattus lutreolus",""
2018,1,"rattus lutreolus",""
2006,1,"rattus nitidus",""
2007,1,"rattus nitidus",""
2008,2,"rattus nitidus",""
2009,1,"rattus nitidus",""
2013,2,"rattus nitidus",""
2015,2,"rattus nitidus",""
2017,2,"rattus nitidus",""
2018,1,"rattus nitidus",""
1950,2,"rattus norvegicus",""
1951,5,"rattus norvegicus",""
1952,2,"rattus norvegicus",""
1953,6,"rattus norvegicus",""
1954,3,"rattus norvegicus",""
1955,3,"rattus norvegicus",""
1956,4,"rattus norvegicus",""
1957,1,"rattus norvegicus",""
1958,3,"rattus norvegicus",""
1959,5,"rattus norvegicus",""
1960,5,"rattus norvegicus",""
1961,5,"rattus norvegicus",""
1962,2,"rattus norvegicus",""
1963,7,"rattus norvegicus",""
1964,9,"rattus norvegicus",""
1965,8,"rattus norvegicus",""
1966,3,"rattus norvegicus",""
1967,8,"rattus norvegicus",""
1968,12,"rattus norvegicus",""
1969,17,"rattus norvegicus",""
1970,17,"rattus norvegicus",""
1971,19,"rattus norvegicus",""
1972,22,"rattus norvegicus",""
1973,20,"rattus norvegicus",""
1974,18,"rattus norvegicus",""
1975,34,"rattus norvegicus",""
1976,27,"rattus norvegicus",""
1977,23,"rattus norvegicus",""
1978,31,"rattus norvegicus",""
1979,46,"rattus norvegicus",""
1980,42,"rattus norvegicus",""
1981,35,"rattus norvegicus",""
1982,35,"rattus norvegicus",""
1983,39,"rattus norvegicus",""
1984,37,"rattus norvegicus",""
1985,52,"rattus norvegicus",""
1986,49,"rattus norvegicus",""
1987,47,"rattus norvegicus",""
1988,41,"rattus norvegicus",""
1989,49,"rattus norvegicus",""
1990,39,"rattus norvegicus",""
1991,46,"rattus norvegicus",""
1992,54,"rattus norvegicus",""
1993,51,"rattus norvegicus",""
1994,59,"rattus norvegicus",""
1995,52,"rattus norvegicus",""
1996,50,"rattus norvegicus",""
1997,62,"rattus norvegicus",""
1998,47,"rattus norvegicus",""
1999,65,"rattus norvegicus",""
2000,61,"rattus norvegicus",""
2001,69,"rattus norvegicus",""
2002,91,"rattus norvegicus",""
2003,77,"rattus norvegicus",""
2004,72,"rattus norvegicus",""
2005,65,"rattus norvegicus",""
2006,83,"rattus norvegicus",""
2007,106,"rattus norvegicus",""
2008,104,"rattus norvegicus",""
2009,101,"rattus norvegicus",""
2010,112,"rattus norvegicus",""
2011,114,"rattus norvegicus",""
2012,109,"rattus norvegicus",""
2013,141,"rattus norvegicus",""
2014,141,"rattus norvegicus",""
2015,120,"rattus norvegicus",""
2016,147,"rattus norvegicus",""
2017,156,"rattus norvegicus",""
2018,173,"rattus norvegicus",""
2019,132,"rattus norvegicus",""
2020,122,"rattus norvegicus",""
1950,1,"rattus rattus",""
1951,6,"rattus rattus",""
1952,6,"rattus rattus",""
1953,8,"rattus rattus",""
1954,7,"rattus rattus",""
1955,7,"rattus rattus",""
1956,8,"rattus rattus",""
1957,7,"rattus rattus",""
1958,5,"rattus rattus",""
1959,10,"rattus rattus",""
1960,7,"rattus rattus",""
1961,7,"rattus rattus",""
1962,6,"rattus rattus",""
1963,15,"rattus rattus",""
1964,12,"rattus rattus",""
1965,15,"rattus rattus",""
1966,8,"rattus rattus",""
1967,11,"rattus rattus",""
1968,23,"rattus rattus",""
1969,29,"rattus rattus",""
1970,24,"rattus rattus",""
1971,31,"rattus rattus",""
1972,31,"rattus rattus",""
1973,39,"rattus rattus",""
1974,30,"rattus rattus",""
1975,54,"rattus rattus",""
1976,43,"rattus rattus",""
1977,52,"rattus rattus",""
1978,51,"rattus rattus",""
1979,61,"rattus rattus",""
1980,59,"rattus rattus",""
1981,54,"rattus rattus",""
1982,48,"rattus rattus",""
1983,53,"rattus rattus",""
1984,53,"rattus rattus",""
1985,69,"rattus rattus",""
1986,71,"rattus rattus",""
1987,64,"rattus rattus",""
1988,61,"rattus rattus",""
1989,79,"rattus rattus",""
1990,66,"rattus rattus",""
1991,68,"rattus rattus",""
1992,83,"rattus rattus",""
1993,71,"rattus rattus",""
1994,76,"rattus rattus",""
1995,64,"rattus rattus",""
1996,69,"rattus rattus",""
1997,80,"rattus rattus",""
1998,74,"rattus rattus",""
1999,85,"rattus rattus",""
2000,100,"rattus rattus",""
2001,104,"rattus rattus",""
2002,115,"rattus rattus",""
2003,98,"rattus rattus",""
2004,94,"rattus rattus",""
2005,93,"rattus rattus",""
2006,110,"rattus rattus",""
2007,134,"rattus rattus",""
2008,143,"rattus rattus",""
2009,141,"rattus rattus",""
2010,144,"rattus rattus",""
2011,148,"rattus rattus",""
2012,163,"rattus rattus",""
2013,192,"rattus rattus",""
2014,215,"rattus rattus",""
2015,189,"rattus rattus",""
2016,201,"rattus rattus",""
2017,213,"rattus rattus",""
2018,232,"rattus rattus",""
2019,188,"rattus rattus",""
2020,171,"rattus rattus",""
1980,1,"rattus sordidus",""
2008,1,"rattus sordidus",""
2010,1,"rattus sordidus",""
2017,1,"rattus sordidus",""
1970,1,"rattus tanezumi",""
1975,2,"rattus tanezumi",""
1977,1,"rattus tanezumi",""
1979,1,"rattus tanezumi",""
1982,1,"rattus tanezumi",""
1991,1,"rattus tanezumi",""
1998,1,"rattus tanezumi",""
2000,1,"rattus tanezumi",""
2001,1,"rattus tanezumi",""
2005,2,"rattus tanezumi",""
2006,1,"rattus tanezumi",""
2007,3,"rattus tanezumi",""
2008,5,"rattus tanezumi",""
2009,2,"rattus tanezumi",""
2010,5,"rattus tanezumi",""
2011,7,"rattus tanezumi",""
2012,6,"rattus tanezumi",""
2013,9,"rattus tanezumi",""
2014,3,"rattus tanezumi",""
2015,9,"rattus tanezumi",""
2016,7,"rattus tanezumi",""
2017,5,"rattus tanezumi",""
2018,14,"rattus tanezumi",""
2019,10,"rattus tanezumi",""
2020,7,"rattus tanezumi",""
1975,1,"rattus tiomanicus",""
1977,2,"rattus tiomanicus",""
1978,3,"rattus tiomanicus",""
1979,1,"rattus tiomanicus",""
1980,1,"rattus tiomanicus",""
1993,1,"rattus tiomanicus",""
1996,1,"rattus tiomanicus",""
1997,1,"rattus tiomanicus",""
1999,2,"rattus tiomanicus",""
2006,2,"rattus tiomanicus",""
2010,1,"rattus tiomanicus",""
2012,2,"rattus tiomanicus",""
2013,2,"rattus tiomanicus",""
2015,2,"rattus tiomanicus",""
2017,1,"rattus tiomanicus",""
2018,2,"rattus tiomanicus",""
2020,1,"rattus tiomanicus",""
1978,1,"rhabdomys pumilio",""
1982,1,"rhabdomys pumilio",""
1983,2,"rhabdomys pumilio",""
1985,1,"rhabdomys pumilio",""
1986,2,"rhabdomys pumilio",""
1989,2,"rhabdomys pumilio",""
1998,1,"rhabdomys pumilio",""
1999,1,"rhabdomys pumilio",""
2000,2,"rhabdomys pumilio",""
2001,1,"rhabdomys pumilio",""
2003,3,"rhabdomys pumilio",""
2004,2,"rhabdomys pumilio",""
2005,5,"rhabdomys pumilio",""
2006,2,"rhabdomys pumilio",""
2007,1,"rhabdomys pumilio",""
2008,3,"rhabdomys pumilio",""
2009,5,"rhabdomys pumilio",""
2010,5,"rhabdomys pumilio",""
2011,5,"rhabdomys pumilio",""
2012,10,"rhabdomys pumilio",""
2013,4,"rhabdomys pumilio",""
2014,8,"rhabdomys pumilio",""
2015,6,"rhabdomys pumilio",""
2016,7,"rhabdomys pumilio",""
2017,6,"rhabdomys pumilio",""
2018,7,"rhabdomys pumilio",""
2019,3,"rhabdomys pumilio",""
2020,1,"rhabdomys pumilio",""
1953,1,"rhombomys opimus",""
1958,1,"rhombomys opimus",""
1961,3,"rhombomys opimus",""
1962,2,"rhombomys opimus",""
1963,4,"rhombomys opimus",""
1964,1,"rhombomys opimus",""
1965,2,"rhombomys opimus",""
1966,4,"rhombomys opimus",""
1968,1,"rhombomys opimus",""
1969,1,"rhombomys opimus",""
1970,2,"rhombomys opimus",""
1971,1,"rhombomys opimus",""
1972,2,"rhombomys opimus",""
1973,4,"rhombomys opimus",""
1974,1,"rhombomys opimus",""
1975,2,"rhombomys opimus",""
1976,3,"rhombomys opimus",""
1977,4,"rhombomys opimus",""
1978,3,"rhombomys opimus",""
1979,3,"rhombomys opimus",""
1980,2,"rhombomys opimus",""
1982,4,"rhombomys opimus",""
1983,1,"rhombomys opimus",""
1984,2,"rhombomys opimus",""
1985,1,"rhombomys opimus",""
1988,2,"rhombomys opimus",""
1989,1,"rhombomys opimus",""
1990,2,"rhombomys opimus",""
1991,1,"rhombomys opimus",""
1992,1,"rhombomys opimus",""
1993,2,"rhombomys opimus",""
1994,1,"rhombomys opimus",""
1996,5,"rhombomys opimus",""
1997,1,"rhombomys opimus",""
1998,2,"rhombomys opimus",""
2000,1,"rhombomys opimus",""
2002,1,"rhombomys opimus",""
2003,3,"rhombomys opimus",""
2004,5,"rhombomys opimus",""
2005,3,"rhombomys opimus",""
2006,3,"rhombomys opimus",""
2007,3,"rhombomys opimus",""
2008,3,"rhombomys opimus",""
2009,3,"rhombomys opimus",""
2010,6,"rhombomys opimus",""
2011,5,"rhombomys opimus",""
2012,4,"rhombomys opimus",""
2013,6,"rhombomys opimus",""
2014,11,"rhombomys opimus",""
2015,5,"rhombomys opimus",""
2016,5,"rhombomys opimus",""
2017,7,"rhombomys opimus",""
2018,6,"rhombomys opimus",""
2019,3,"rhombomys opimus",""
2020,3,"rhombomys opimus",""
1966,1,"tatera indica",""
1968,3,"tatera indica",""
1971,1,"tatera indica",""
