"Host_Harmonised","Host_Original","HostClass","HostOrder","HostFamily","Pathogen_Harmonised","Pathogen_Original","PathogenType","Database","Year","YearType","DetectionMethod_Original","DetectionMethod_Harmonised","DetectionQuality_Original","DetectionQuality_Harmonised","HostSynonyms"
"ovis aries","ovis aries","Mammalia","Cetartiodactyla","Bovidae","wesselsbron","wesselsbron","virus","HP3",1994,"Author","Antibodies","Serology",0,1,""
"ovis aries","ovis aries","Mammalia","Cetartiodactyla","Bovidae","wesselsbron","wesselsbron","virus","Shaw",1998,"PubMed","Isolation",NA,NA,NA,""
"ovis aries","ovis aries","Mammalia","Cetartiodactyla","Bovidae","west nile","west nile","virus","EID2",2014,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"ovis aries","ovis aries","Mammalia","Cetartiodactyla","Bovidae","west nile","west nile","virus","EID2",2013,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"ovis aries","ovis aries","Mammalia","Cetartiodactyla","Bovidae","west nile","west nile","virus","EID2",2012,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"ovis aries","ovis aries","Mammalia","Cetartiodactyla","Bovidae","west nile","west nile","virus","EID2",2010,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"ovis aries","ovis aries","Mammalia","Cetartiodactyla","Bovidae","west nile","west nile","virus","EID2",2007,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"ovis aries","ovis aries","Mammalia","Cetartiodactyla","Bovidae","west nile","west nile","virus","EID2",2006,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"ovis aries","ovis aries","Mammalia","Cetartiodactyla","Bovidae","west nile","west nile","virus","EID2",2005,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"ovis aries","ovis aries","Mammalia","Cetartiodactyla","Bovidae","west nile","west nile","virus","EID2",2004,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"ovis aries","ovis aries","Mammalia","Cetartiodactyla","Bovidae","west nile","west nile","virus","EID2",2003,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"ovis aries","ovis aries","Mammalia","Cetartiodactyla","Bovidae","west nile","west nile","virus","EID2",1990,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"ovis aries","ovis aries","Mammalia","Cetartiodactyla","Bovidae","west nile","west nile","virus","EID2",1989,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"ovis aries","ovis aries","Mammalia","Cetartiodactyla","Bovidae","west nile","west nile","virus","EID2",1982,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"ovis aries","ovis aries","Mammalia","Cetartiodactyla","Bovidae","west nile","west nile","virus","GMPD2",1999,"Author","Serology","Serology",1,1,""
"ovis aries","ovis aries","Mammalia","Cetartiodactyla","Bovidae","west nile","west nile","virus","Shaw",2012,"PubMed","PCR",NA,NA,NA,""
"ovis aries","ovis aries","Mammalia","Cetartiodactyla","Bovidae","yunnan","yunnan orbivirus","virus","Shaw",2009,"PubMed","Isolation",NA,NA,NA,""
"ovis aries orientalis","ovis orientalis","Mammalia","Cetartiodactyla","Bovidae","bluetongue","bluetongue","virus","HP3",2002,"Author","Antibodies","Serology",0,1,"ovis orientalis, ovis orientalis typica"
"ovis canadensis","ovis canadensis","Mammalia","Cetartiodactyla","Bovidae","alcelaphine herpesvirus 1","alcelaphine gammaherpesvirus 1","virus","GMPD2",1996,"Author","Serology","Serology",1,1,""
"ovis canadensis","ovis canadensis","Mammalia","Cetartiodactyla","Bovidae","bluetongue","bluetongue","virus","EID2",2007,"Nucleotide","CargoCarrier","Cargocarrier",0,0,""
"ovis canadensis","ovis canadensis","Mammalia","Cetartiodactyla","Bovidae","bluetongue","bluetongue","virus","GMPD2",1985,"Author","Serology","Serology",1,1,""
"ovis canadensis","ovis canadensis","Mammalia","Cetartiodactyla","Bovidae","bluetongue","bluetongue","virus","GMPD2",1985,"Author",NA,"Cargocarrier",1,0,""
"ovis canadensis","ovis canadensis","Mammalia","Cetartiodactyla","Bovidae","bluetongue","bluetongue","virus","GMPD2",1993,"Author","Serology","Serology",1,1,""
"ovis canadensis","ovis canadensis","Mammalia","Cetartiodactyla","Bovidae","bluetongue","bluetongue","virus","GMPD2",2006,"Author","Serology","Serology",1,1,""
"ovis canadensis","ovis canadensis","Mammalia","Cetartiodactyla","Bovidae","bluetongue","bluetongue","virus","GMPD2",2000,"Author","Serology","Serology",1,1,""
"ovis canadensis","ovis canadensis","Mammalia","Cetartiodactyla","Bovidae","bluetongue","bluetongue","virus","HP3",2002,"Author","Isolation","DirectIsolationOrObservation",2,2,""
"ovis canadensis","ovis canadensis","Mammalia","Cetartiodactyla","Bovidae","bluetongue","bluetongue","virus","Shaw",2002,"PubMed","Isolation",NA,NA,NA,""
"ovis canadensis","ovis canadensis","Mammalia","Cetartiodactyla","Bovidae","bovine alphaherpesvirus 1","bovine alphaherpesvirus 1","virus","GMPD2",1985,"Author","Serology","Serology",1,1,""
"ovis canadensis","ovis canadensis","Mammalia","Cetartiodactyla","Bovidae","bovine alphaherpesvirus 1","bovine alphaherpesvirus 1","virus","GMPD2",1993,"Author",NA,"Cargocarrier",1,0,""
"ovis canadensis","ovis canadensis","Mammalia","Cetartiodactyla","Bovidae","bovine alphaherpesvirus 1","bovine alphaherpesvirus 1","virus","Shaw",1993,"PubMed","Isolation",NA,NA,NA,""
"ovis canadensis","ovis canadensis","Mammalia","Cetartiodactyla","Bovidae","bovine parainfluenza virus 3","bovine parainfluenza virus 3","virus","Shaw",2012,"PubMed","Antibodies",NA,NA,NA,""
"ovis canadensis","ovis canadensis","Mammalia","Cetartiodactyla","Bovidae","bovine respiratory syncytial","bovine respiratory syncytial","virus","GMPD2",2006,"Author","Serology","Serology",1,1,""
"ovis canadensis","ovis canadensis","Mammalia","Cetartiodactyla","Bovidae","bovine respiratory syncytial","bovine respiratory syncytial","virus","GMPD2",1986,"Author","Serology","Serology",1,1,""
"ovis canadensis","ovis canadensis","Mammalia","Cetartiodactyla","Bovidae","bovine respiratory syncytial","bovine respiratory syncytial","virus","GMPD2",1986,"Author",NA,"Cargocarrier",1,0,""
"ovis canadensis","ovis canadensis","Mammalia","Cetartiodactyla","Bovidae","bovine respiratory syncytial","bovine respiratory syncytial","virus","Shaw",1985,"PubMed","Isolation",NA,NA,NA,""
"ovis canadensis","ovis canadensis","Mammalia","Cetartiodactyla","Bovidae","bovine viral diarrhea virus 1","bovine viral diarrhea virus 1","virus","GMPD2",1985,"Author","Serology","Serology",1,1,""
"ovis canadensis","ovis canadensis","Mammalia","Cetartiodactyla","Bovidae","bovine viral diarrhea virus 1","bovine viral diarrhea virus 1","virus","HP3",1974,"Author","SNT","VirusNeutralisationAssay",1,1,""
"ovis canadensis","ovis canadensis","Mammalia","Cetartiodactyla","Bovidae","epizootic hemorrhagic disease","epizootic hemorrhagic disease","virus","GMPD2",1985,"Author","Serology","Serology",1,1,""
"ovis canadensis","ovis canadensis","Mammalia","Cetartiodactyla","Bovidae","epizootic hemorrhagic disease","epizootic hemorrhagic disease","virus","GMPD2",2006,"Author","Serology","Serology",1,1,""
"ovis canadensis","ovis canadensis","Mammalia","Cetartiodactyla","Bovidae","epizootic hemorrhagic disease","epizootic hemorrhagic disease","virus","HP3",2002,"Author","Isolation","DirectIsolationOrObservation",2,2,""
"ovis canadensis","ovis canadensis","Mammalia","Cetartiodactyla","Bovidae","epizootic hemorrhagic disease","epizootic hemorrhagic disease","virus","Shaw",1985,"PubMed","Antibodies",NA,NA,NA,""
"ovis canadensis","ovis canadensis","Mammalia","Cetartiodactyla","Bovidae","human parainfluenza virus 3","human parainfluenza virus 3","virus","GMPD2",1985,"Author","Serology","Serology",1,1,""
"ovis canadensis","ovis canadensis","Mammalia","Cetartiodactyla","Bovidae","human parainfluenza virus 3","human parainfluenza virus 3","virus","GMPD2",1985,"Author",NA,"Cargocarrier",1,0,""
"ovis canadensis","ovis canadensis","Mammalia","Cetartiodactyla","Bovidae","human parainfluenza virus 3","human parainfluenza virus 3","virus","GMPD2",2000,"Author","Serology","Serology",1,1,""
"ovis canadensis","ovis canadensis","Mammalia","Cetartiodactyla","Bovidae","human parainfluenza virus 3","human parainfluenza virus 3","virus","GMPD2",1986,"Author","Serology","Serology",1,1,""
"ovis canadensis","ovis canadensis","Mammalia","Cetartiodactyla","Bovidae","human parainfluenza virus 3","human parainfluenza virus 3","virus","GMPD2",1984,"Author","Serology","Serology",1,1,""
"ovis canadensis","ovis canadensis","Mammalia","Cetartiodactyla","Bovidae","new jersey vesiculovirus","new jersey vesiculovirus","virus","Shaw",NA,NA,"Antibodies",NA,NA,NA,""
"ovis canadensis","ovis canadensis","Mammalia","Cetartiodactyla","Bovidae","orf","orf","virus","GMPD2",1985,"Author","Serology","Serology",1,1,""
"ovis canadensis","ovis canadensis","Mammalia","Cetartiodactyla","Bovidae","orf","orf","virus","GMPD2",1996,"Author",NA,"Cargocarrier",1,0,""
"ovis canadensis","ovis canadensis","Mammalia","Cetartiodactyla","Bovidae","orf","orf","virus","GMPD2",2006,"Author","Serology","Serology",1,1,""
"ovis canadensis","ovis canadensis","Mammalia","Cetartiodactyla","Bovidae","orf","orf","virus","GMPD2",1984,"Author","Serology","Serology",1,1,""
"ovis canadensis","ovis canadensis","Mammalia","Cetartiodactyla","Bovidae","orf","orf","virus","Shaw",1996,"PubMed","Pathology",NA,NA,NA,""
"ovis canadensis","ovis canadensis","Mammalia","Cetartiodactyla","Bovidae","ovine adenovirus a","ovine adenovirus a","virus","HP3",2001,"Author","Antibodies","Serology",0,1,""
"ovis canadensis","ovis canadensis","Mammalia","Cetartiodactyla","Bovidae","ovine respiratory syncytial","ovine respiratory syncytial","virus","GMPD2",1985,"Author","Serology","Serology",1,1,""
"ovis canadensis","ovis canadensis","Mammalia","Cetartiodactyla","Bovidae","ungulate bocaparvovirus 1","ungulate bocaparvovirus 1","virus","Shaw",1974,"PubMed","Antibodies",NA,NA,NA,""
"ovis canadensis","ovis canadensis","Mammalia","Cetartiodactyla","Bovidae","vesicular stomatitis indiana","vesicular stomatitis indiana","virus","HP3",1969,"Author","plaque reduction neutralization","VirusNeutralisationAssay",1,1,""
"ovis dalli","ovis dalli","Mammalia","Cetartiodactyla","Bovidae","alcelaphine herpesvirus 1","alcelaphine gammaherpesvirus 1","virus","GMPD2",2002,"Author","Serology","Serology",1,1,""
"ovis dalli","ovis dalli","Mammalia","Cetartiodactyla","Bovidae","bunyamwera","bunyamwera orthobunyavirus","virus","Shaw",1983,"PubMed","Antibodies",NA,NA,NA,""
"ovis dalli","ovis dalli","Mammalia","Cetartiodactyla","Bovidae","california encephalitis","california encephalitis","virus","HP3",1999,"Author","Antibodies","Serology",0,1,""
"ovis dalli","ovis dalli","Mammalia","Cetartiodactyla","Bovidae","california encephalitis","california encephalitis orthobunyavirus","virus","Shaw",1983,"PubMed","Antibodies",NA,NA,NA,""
"ovis dalli","ovis dalli","Mammalia","Cetartiodactyla","Bovidae","orf","orf","virus","GMPD2",1983,"Author","Serology","Serology",1,1,""
"ovis dalli","ovis dalli","Mammalia","Cetartiodactyla","Bovidae","orf","orf","virus","Shaw",1982,"PubMed","Isolation",NA,NA,NA,""
"ovis dalli","ovis dalli","Mammalia","Cetartiodactyla","Bovidae","ovine herpesvirus 2","ovine herpesvirus 2","virus","EID2",2009,"Nucleotide","CargoCarrier","Cargocarrier",0,0,""
"ovis dalli","ovis dalli","Mammalia","Cetartiodactyla","Bovidae","ovine herpesvirus 2","ovine herpesvirus 2","virus","EID2",2016,"Nucleotide","CargoCarrier","Cargocarrier",0,0,""
"ovis dalli","ovis dalli","Mammalia","Cetartiodactyla","Bovidae","ovine herpesvirus 2","ovine herpesvirus 2","virus","HP3",2002,"Author","PCR","PCR",2,2,""
"ovis dalli","ovis dalli","Mammalia","Cetartiodactyla","Bovidae","ovine herpesvirus 2","ovine gammaherpesvirus 2","virus","Shaw",2002,"PubMed","Antibodies",NA,NA,NA,""
"ovis dalli","ovis dalli","Mammalia","Cetartiodactyla","Bovidae","sindbis","sindbis","virus","HP3",1999,"Author","Antibodies","Serology",0,1,""
"ozotoceros bezoarticus","ozotoceros bezoarticus","Mammalia","Cetartiodactyla","Cervidae","bovine parainfluenza virus 3","bovine parainfluenza virus 3","virus","GMPD2",2003,"Author","Serology","Serology",1,1,""
"ozotoceros bezoarticus","ozotoceros bezoarticus","Mammalia","Cetartiodactyla","Cervidae","bovine parainfluenza virus 3","bovine parainfluenza virus 3","virus","HP3",2003,"Author","Antibodies","Serology",0,1,""
"pecari tajacu","pecari tajacu","Mammalia","Cetartiodactyla","Tayassuidae","canine distemper","canine distemper","virus","GMPD2",2003,"Author","Serology","Serology",1,1,"tayassu tajacu"
"pecari tajacu","pecari tajacu","Mammalia","Cetartiodactyla","Tayassuidae","canine distemper","canine distemper","virus","Shaw",2003,"PubMed","Isolation",NA,NA,NA,"tayassu tajacu"
"pecari tajacu","pecari tajacu","Mammalia","Cetartiodactyla","Tayassuidae","indiana vesiculovirus","indiana vesiculovirus","virus","Shaw",1992,"PubMed","Antibodies",NA,NA,NA,"tayassu tajacu"
"pecari tajacu","pecari tajacu","Mammalia","Cetartiodactyla","Tayassuidae","new jersey vesiculovirus","new jersey vesiculovirus","virus","Shaw",1987,"PubMed","Antibodies",NA,NA,NA,"tayassu tajacu"
"pecari tajacu","pecari tajacu","Mammalia","Cetartiodactyla","Tayassuidae","rabies","rabies","virus","EID2",2013,"Nucleotide","CargoCarrier","Cargocarrier",0,0,"tayassu tajacu"
"pecari tajacu","pecari tajacu","Mammalia","Cetartiodactyla","Tayassuidae","rabies","rabies lyssavirus","virus","Shaw",2014,NA,"Isolation",NA,NA,NA,"tayassu tajacu"
"pecari tajacu","pecari tajacu","Mammalia","Cetartiodactyla","Tayassuidae","venezuelan equine encephalitis","venezuelan equine encephalitis","virus","Shaw",1975,"PubMed","Antibodies",NA,NA,NA,"tayassu tajacu"
"pecari tajacu","pecari tajacu","Mammalia","Cetartiodactyla","Tayassuidae","yellow fever","yellow fever","virus","Shaw",2004,"PubMed","Antibodies",NA,NA,NA,"tayassu tajacu"
"peponocephala electra","peponocephala electra","Mammalia","Cetartiodactyla","Delphinidae","cetacean morbillivirus","cetacean morbillivirus","virus","Shaw",2014,"PubMed","Antibodies",NA,NA,NA,"lagenorhynchus asia, delphinus fusiformis, lagenorhynchus pectoralis, lagenorhynchus electra, delphinus pectoralis"
"phacochoerus aethiopicus","phacochoerus aethiopicus","Mammalia","Cetartiodactyla","Suidae","african swine fever","african swine fever","virus","EID2",2016,"Nucleotide","CargoCarrier","Cargocarrier",0,0,""
"phacochoerus aethiopicus","phacochoerus aethiopicus","Mammalia","Cetartiodactyla","Suidae","african swine fever","african swine fever","virus","GMPD2",1990,"Author","Serology","Serology",1,1,""
"phacochoerus aethiopicus","phacochoerus aethiopicus","Mammalia","Cetartiodactyla","Suidae","akabane","akabane","virus","GMPD2",1990,"Author","Serology","Serology",1,1,""
"phacochoerus aethiopicus","phacochoerus aethiopicus","Mammalia","Cetartiodactyla","Suidae","akabane","akabane orthobunyavirus","virus","Shaw",1987,"PubMed","Antibodies",NA,NA,NA,""
"phacochoerus aethiopicus","phacochoerus aethiopicus","Mammalia","Cetartiodactyla","Suidae","bovine alphaherpesvirus 2","bovine alphaherpesvirus 2","virus","GMPD2",1990,"Author","Serology","Serology",1,1,""
"phacochoerus aethiopicus","phacochoerus aethiopicus","Mammalia","Cetartiodactyla","Suidae","bovine ephemeral fever","bovine fever ephemerovirus","virus","Shaw",2015,"PubMed","Antibodies",NA,NA,NA,""
"phacochoerus aethiopicus","phacochoerus aethiopicus","Mammalia","Cetartiodactyla","Suidae","bovine parainfluenza virus 3","bovine parainfluenza virus 3","virus","Shaw",1978,"PubMed","Antibodies",NA,NA,NA,""
"phacochoerus aethiopicus","phacochoerus aethiopicus","Mammalia","Cetartiodactyla","Suidae","bovine viral diarrhea virus 1","bovine viral diarrhea virus 1","virus","Shaw",1998,"PubMed","Antibodies",NA,NA,NA,""
"phacochoerus aethiopicus","phacochoerus aethiopicus","Mammalia","Cetartiodactyla","Suidae","cardiovirus a","cardiovirus a","virus","Shaw",NA,NA,"Isolation",NA,NA,NA,""
"phacochoerus aethiopicus","phacochoerus aethiopicus","Mammalia","Cetartiodactyla","Suidae","crimean-congo hemorrhagic fever","crimean-congo hemorrhagic fever nairovirus","virus","GMPD2",1987,"Author","Serology","Serology",1,1,""
"phacochoerus aethiopicus","phacochoerus aethiopicus","Mammalia","Cetartiodactyla","Suidae","crimean-congo hemorrhagic fever","crimean-congo hemorrhagic fever","virus","HP3",1987,"Author","Antibodies","Serology",0,1,""
"phacochoerus aethiopicus","phacochoerus aethiopicus","Mammalia","Cetartiodactyla","Suidae","crimean-congo hemorrhagic fever","crimean-congo hemorrhagic fever nairovirus","virus","Shaw",2016,"PubMed","Antibodies",NA,NA,NA,""
"phacochoerus aethiopicus","phacochoerus aethiopicus","Mammalia","Cetartiodactyla","Suidae","foot-and-mouth disease","foot-and-mouth disease","virus","EID2",2016,"Nucleotide","CargoCarrier","Cargocarrier",0,0,""
"phacochoerus aethiopicus","phacochoerus aethiopicus","Mammalia","Cetartiodactyla","Suidae","foot-and-mouth disease","foot-and-mouth disease","virus","GMPD2",1990,"Author","Serology","Serology",1,1,""
"phacochoerus aethiopicus","phacochoerus aethiopicus","Mammalia","Cetartiodactyla","Suidae","foot-and-mouth disease","foot-and-mouth disease","virus","HP3",1990,"Author","Antibodies","Serology",0,1,""
"phacochoerus aethiopicus","phacochoerus aethiopicus","Mammalia","Cetartiodactyla","Suidae","foot-and-mouth disease","foot-and-mouth disease","virus","Shaw",1969,"PubMed","PCR",NA,NA,NA,""
"phacochoerus aethiopicus","phacochoerus aethiopicus","Mammalia","Cetartiodactyla","Suidae","rift valley","rift valley fever phlebovirus","virus","Shaw",2007,"PubMed","Antibodies",NA,NA,NA,""
"phacochoerus aethiopicus","phacochoerus aethiopicus","Mammalia","Cetartiodactyla","Suidae","rinderpest","rinderpest","virus","Shaw",NA,NA,"Antibodies",NA,NA,NA,""
"phacochoerus africanus","phacochoerus africanus","Mammalia","Cetartiodactyla","Suidae","african swine fever","african swine fever","virus","EID2",2003,"Nucleotide","CargoCarrier","Cargocarrier",0,0,""
"phacochoerus africanus","phacochoerus africanus","Mammalia","Cetartiodactyla","Suidae","african swine fever","african swine fever","virus","EID2",2004,"Nucleotide","CargoCarrier","Cargocarrier",0,0,""
"phacochoerus africanus","phacochoerus africanus","Mammalia","Cetartiodactyla","Suidae","african swine fever","african swine fever","virus","EID2",2016,"Nucleotide","CargoCarrier","Cargocarrier",0,0,""
"phacochoerus africanus","phacochoerus africanus","Mammalia","Cetartiodactyla","Suidae","african swine fever","african swine fever","virus","HP3",2011,"Author","PCR","PCR",2,2,""
"phacochoerus africanus","phacochoerus africanus","Mammalia","Cetartiodactyla","Suidae","african swine fever","african swine fever","virus","Shaw",2006,"PubMed","Isolation",NA,NA,NA,""
"phacochoerus africanus","phacochoerus africanus","Mammalia","Cetartiodactyla","Suidae","phacochoerus africanus cytomegalovirus 1","phacochoerus africanus cytomegalovirus 1","virus","GMPD2",2004,"Author","PCR","PCR",2,2,""
"phacochoerus africanus","phacochoerus africanus","Mammalia","Cetartiodactyla","Suidae","phacochoerus africanus lymphotropic herpesvirus 1","phacochoerus africanus lymphotropic herpesvirus 1","virus","GMPD2",2004,"Author","PCR","PCR",2,2,""
"phacochoerus africanus","phacochoerus africanus","Mammalia","Cetartiodactyla","Suidae","porcine lymphotropic herpesvirus 1","porcine lymphotropic herpesvirus 1","virus","GMPD2",2004,"Author","PCR","PCR",2,2,""
"phacochoerus africanus","phacochoerus africanus","Mammalia","Cetartiodactyla","Suidae","porcine type-c oncovirus","porcine type-c oncovirus","virus","EID2",2011,"Nucleotide","CargoCarrier","Cargocarrier",0,0,""
"phacochoerus africanus","phacochoerus africanus","Mammalia","Cetartiodactyla","Suidae","shuni","shuni orthobunyavirus","virus","Shaw",NA,NA,"PCR",NA,NA,NA,""
"philantomba maxwellii","philantomba maxwellii","Mammalia","Cetartiodactyla","Bovidae","bluetongue","bluetongue","virus","Shaw",1982,"PubMed","Antibodies",NA,NA,NA,"cephalophus maxwellii"
"philantomba monticola","philantomba monticola","Mammalia","Cetartiodactyla","Bovidae","bluetongue","bluetongue","virus","HP3",1995,"Author","agar gel immunodiffusion","Serology",0,1,"cephalophus monticola"
"philantomba monticola","philantomba monticola","Mammalia","Cetartiodactyla","Bovidae","o'nyong-nyong","o'nyong-nyong","virus","HP3",2012,"Author","plaque reduction neutralization","VirusNeutralisationAssay",1,1,"cephalophus monticola"
"phocoena phocoena","phocoena phocoena","Mammalia","Cetartiodactyla","Phocoenidae","cetacean morbillivirus","cetacean morbillivirus","virus","HP3",1991,"Author","Isolation","DirectIsolationOrObservation",2,2,"delphinus phocoena"
"phocoena phocoena","phocoena phocoena","Mammalia","Cetartiodactyla","Phocoenidae","cetacean morbillivirus","cetacean morbillivirus","virus","Shaw",1991,"PubMed","Antibodies",NA,NA,NA,"delphinus phocoena"
"phocoena phocoena","phocoena phocoena","Mammalia","Cetartiodactyla","Phocoenidae","dyopipapillomavirus 1","dyopipapillomavirus 1","virus","Shaw",2013,"PubMed","Isolation",NA,NA,NA,"delphinus phocoena"
"phocoena phocoena","phocoena phocoena","Mammalia","Cetartiodactyla","Phocoenidae","phocoena spinipinnis papillomavirus","omikronpapillomavirus 1","virus","Shaw",2013,"PubMed","Isolation",NA,NA,NA,"delphinus phocoena"
"phocoena phocoena","phocoena phocoena","Mammalia","Cetartiodactyla","Phocoenidae","upsilonpapillomavirus 3","upsilonpapillomavirus 3","virus","Shaw",2013,"PubMed","Isolation",NA,NA,NA,"delphinus phocoena"
"phocoena spinipinnis","phocoena spinipinnis","Mammalia","Cetartiodactyla","Phocoenidae","phocoena spinipinnis papillomavirus","phocoena spinipinnis papillomavirus","virus","EID2",2016,"Nucleotide","CargoCarrier","Cargocarrier",0,0,"phocaena philippii, phocaena spinipinnis"
"phocoena spinipinnis","phocoena spinipinnis","Mammalia","Cetartiodactyla","Phocoenidae","phocoena spinipinnis papillomavirus","phocoena spinipinnis papillomavirus","virus","EID2",2018,"Nucleotide","CargoCarrier","Cargocarrier",0,0,"phocaena philippii, phocaena spinipinnis"
"phocoena spinipinnis","phocoena spinipinnis","Mammalia","Cetartiodactyla","Phocoenidae","phocoena spinipinnis papillomavirus","phocoena spinipinnis papillomavirus","virus","HP3",2007,"Author","Isolation","DirectIsolationOrObservation",2,2,"phocaena philippii, phocaena spinipinnis"
"phocoena spinipinnis","phocoena spinipinnis","Mammalia","Cetartiodactyla","Phocoenidae","phocoena spinipinnis papillomavirus","omikronpapillomavirus 1","virus","Shaw",2013,"PubMed","Isolation",NA,NA,NA,"phocaena philippii, phocaena spinipinnis"
"phocoenoides dalli","phocoenoides dalli","Mammalia","Cetartiodactyla","Phocoenidae","influenza a","influenza a","virus","HP3",2006,"Author","Antibodies","Serology",0,1,"phocaena dalli"
"phocoenoides dalli","phocoenoides dalli","Mammalia","Cetartiodactyla","Phocoenidae","influenza a","influenza a","virus","Shaw",2006,NA,"Antibodies",NA,NA,NA,"phocaena dalli"
"physeter macrocephalus","physeter catodon","Mammalia","Cetartiodactyla","Physeteridae","cetacean morbillivirus","cetacean morbillivirus","virus","Shaw",2014,"PubMed","PCR",NA,NA,NA,"physeter catodon"
"physeter macrocephalus","physeter macrocephalus","Mammalia","Cetartiodactyla","Cetacea","vesicular exanthema of swine","vesicular exanthema of swine","virus","HP3",1978,"Author","Antibodies","Serology",0,1,"physeter catodon"
"physeter macrocephalus","physeter catodon","Mammalia","Cetartiodactyla","Physeteridae","vesicular exanthema of swine","vesicular exanthema of swine","virus","Shaw",1978,"PubMed","Antibodies",NA,NA,NA,"physeter catodon"
"potamochoerus larvatus","potamochoerus larvatus","Mammalia","Cetartiodactyla","Suidae","ungulate copiparvovirus 2","ungulate copiparvovirus 2","virus","Shaw",2012,"PubMed","PCR",NA,NA,NA,""
"potamochoerus porcus","potamochoerus porcus","Mammalia","Cetartiodactyla","Suidae","african swine fever","african swine fever","virus","GMPD2",2007,"Author","PCR","PCR",2,2,""
"potamochoerus porcus","potamochoerus porcus","Mammalia","Cetartiodactyla","Suidae","african swine fever","african swine fever","virus","HP3",2009,"Author","PCR","PCR",2,2,""
"potamochoerus porcus","potamochoerus porcus","Mammalia","Cetartiodactyla","Suidae","african swine fever","african swine fever","virus","Shaw",2009,"PubMed","PCR",NA,NA,NA,""
"potamochoerus porcus","potamochoerus porcus","Mammalia","Cetartiodactyla","Suidae","akabane","akabane orthobunyavirus","virus","Shaw",1987,"PubMed","Antibodies",NA,NA,NA,""
"potamochoerus porcus","potamochoerus porcus","Mammalia","Cetartiodactyla","Suidae","bovine parainfluenza virus 3","bovine parainfluenza virus 3","virus","Shaw",1978,"PubMed","Antibodies",NA,NA,NA,""
"potamochoerus porcus","potamochoerus porcus","Mammalia","Cetartiodactyla","Suidae","foot-and-mouth disease","foot-and-mouth disease","virus","EID2",2016,"Nucleotide","CargoCarrier","Cargocarrier",0,0,""
"potamochoerus porcus","potamochoerus porcus","Mammalia","Cetartiodactyla","Suidae","foot-and-mouth disease","foot-and-mouth disease","virus","Shaw",2015,"PubMed","PCR",NA,NA,NA,""
"procapra gutturosa","procapra gutturosa","Mammalia","Cetartiodactyla","Bovidae","foot-and-mouth disease","foot-and-mouth disease","virus","GMPD2",2006,"Author","Serology","Serology",1,1,""
"procapra gutturosa","procapra gutturosa","Mammalia","Cetartiodactyla","Bovidae","foot-and-mouth disease","foot-and-mouth disease","virus","HP3",2013,"Author","Antibodies","Serology",0,1,""
"procapra gutturosa","procapra gutturosa","Mammalia","Cetartiodactyla","Bovidae","foot-and-mouth disease","foot-and-mouth disease","virus","Shaw",2006,"Author","Antibodies",NA,NA,NA,""
"pseudois nayaur","pseudois nayaur","Mammalia","Cetartiodactyla","Bovidae","peste-des-petits-ruminants","peste-des-petits-ruminants","virus","EID2",2016,"Nucleotide","CargoCarrier","Cargocarrier",0,0,""
"pseudois nayaur","pseudois nayaur","Mammalia","Cetartiodactyla","Bovidae","peste-des-petits-ruminants","peste-des-petits-ruminants","virus","HP3",2011,"Author","PCR","PCR",2,2,""
"pseudorca crassidens","pseudorca crassidens","Mammalia","Cetartiodactyla","Delphinidae","cetacean morbillivirus","cetacean morbillivirus","virus","Shaw",1995,"PubMed","Antibodies",NA,NA,NA,"orca destructor, pseudorca meridionalis, phocaena crassidens, orca meridionalis"
"pudu puda","pudu puda","Mammalia","Cetartiodactyla","Cervidae","bovine viral diarrhea virus 1","bovine viral diarrhea virus 1","virus","GMPD2",2005,"Author","PCR","PCR",2,2,"ovis pudu, pudu pudu"
"pudu puda","pudu puda","Mammalia","Cetartiodactyla","Cervidae","bovine viral diarrhea virus 1","bovine viral diarrhea virus 1","virus","HP3",2005,"Author","PCR","PCR",2,2,"ovis pudu, pudu pudu"
"rangifer tarandus","rangifer tarandus","Mammalia","Cetartiodactyla","Cervidae","alcelaphine herpesvirus 1","alcelaphine gammaherpesvirus 1","virus","GMPD2",2006,"Author","Serology","Serology",1,1,""
"rangifer tarandus","rangifer tarandus","Mammalia","Cetartiodactyla","Cervidae","alcelaphine herpesvirus 1","alcelaphine gammaherpesvirus 1","virus","GMPD2",2002,"Author","Serology","Serology",1,1,""
"rangifer tarandus","rangifer tarandus","Mammalia","Cetartiodactyla","Cervidae","bluetongue","bluetongue","virus","HP3",1995,"Author","ELISA","Cargocarrier",0,0,""
"rangifer tarandus","rangifer tarandus","Mammalia","Cetartiodactyla","Cervidae","border disease","border disease","virus","EID2",2016,"Nucleotide","CargoCarrier","Cargocarrier",0,0,""
