"Host_Harmonised","Host_Original","HostClass","HostOrder","HostFamily","Pathogen_Harmonised","Pathogen_Original","PathogenType","Database","Year","YearType","DetectionMethod_Original","DetectionMethod_Harmonised","DetectionQuality_Original","DetectionQuality_Harmonised","HostSynonyms"
"rangifer tarandus","rangifer tarandus","Mammalia","Cetartiodactyla","Cervidae","bovine alphaherpesvirus 1","bovine alphaherpesvirus 1","virus","GMPD2",2003,"Author","Serology","Serology",1,1,""
"rangifer tarandus","rangifer tarandus","Mammalia","Cetartiodactyla","Cervidae","bovine herpesvirus 1","bovine herpesvirus 1","virus","EID2",1979,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"rangifer tarandus","rangifer tarandus","Mammalia","Cetartiodactyla","Cervidae","bovine herpesvirus 1","bovine herpesvirus 1","virus","EID2",1992,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"rangifer tarandus","rangifer tarandus","Mammalia","Cetartiodactyla","Cervidae","bovine herpesvirus 1","bovine herpesvirus 1","virus","EID2",1986,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"rangifer tarandus","rangifer tarandus","Mammalia","Cetartiodactyla","Cervidae","bovine herpesvirus 1","bovine herpesvirus 1","virus","EID2",1981,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"rangifer tarandus","rangifer tarandus","Mammalia","Cetartiodactyla","Cervidae","bovine herpesvirus 1","bovine herpesvirus 1","virus","EID2",1996,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"rangifer tarandus","rangifer tarandus","Mammalia","Cetartiodactyla","Cervidae","bovine herpesvirus 1","bovine herpesvirus 1","virus","EID2",2003,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"rangifer tarandus","rangifer tarandus","Mammalia","Cetartiodactyla","Cervidae","bovine herpesvirus 1","bovine herpesvirus 1","virus","EID2",2004,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"rangifer tarandus","rangifer tarandus","Mammalia","Cetartiodactyla","Cervidae","bovine herpesvirus 1","bovine herpesvirus 1","virus","EID2",2006,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"rangifer tarandus","rangifer tarandus","Mammalia","Cetartiodactyla","Cervidae","bovine herpesvirus 1","bovine herpesvirus 1","virus","EID2",2009,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"rangifer tarandus","rangifer tarandus","Mammalia","Cetartiodactyla","Cervidae","bovine herpesvirus 1","bovine herpesvirus 1","virus","EID2",2011,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"rangifer tarandus","rangifer tarandus","Mammalia","Cetartiodactyla","Cervidae","bovine herpesvirus 1","bovine herpesvirus 1","virus","HP3",1983,"Author","VNT","VirusNeutralisationAssay",1,1,""
"rangifer tarandus","rangifer tarandus","Mammalia","Cetartiodactyla","Cervidae","bovine viral diarrhea virus 1","bovine viral diarrhea virus 1","virus","EID2",1999,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"rangifer tarandus","rangifer tarandus","Mammalia","Cetartiodactyla","Cervidae","bovine viral diarrhea virus 1","bovine viral diarrhea virus 1","virus","EID2",2011,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"rangifer tarandus","rangifer tarandus","Mammalia","Cetartiodactyla","Cervidae","bovine viral diarrhea virus 1","bovine viral diarrhea virus 1","virus","EID2",2016,"Nucleotide","CargoCarrier","Cargocarrier",0,0,""
"rangifer tarandus","rangifer tarandus","Mammalia","Cetartiodactyla","Cervidae","bovine viral diarrhea virus 1","bovine viral diarrhea virus 1","virus","GMPD2",2003,"Author","Serology","Serology",1,1,""
"rangifer tarandus","rangifer tarandus","Mammalia","Cetartiodactyla","Cervidae","bovine viral diarrhea virus 1","bovine viral diarrhea virus 1","virus","HP3",1999,"Author","PCR","PCR",2,2,""
"rangifer tarandus","rangifer tarandus","Mammalia","Cetartiodactyla","Cervidae","bunyamwera","bunyamwera","virus","HP3",1986,"Author","Isolation","DirectIsolationOrObservation",2,2,""
"rangifer tarandus","rangifer tarandus","Mammalia","Cetartiodactyla","Cervidae","cervid herpesvirus 2","cervid herpesvirus 2","virus","EID2",2004,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"rangifer tarandus","rangifer tarandus","Mammalia","Cetartiodactyla","Cervidae","cervid herpesvirus 2","cervid herpesvirus 2","virus","EID2",2009,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"rangifer tarandus","rangifer tarandus","Mammalia","Cetartiodactyla","Cervidae","cervid herpesvirus 2","cervid herpesvirus 2","virus","EID2",2010,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"rangifer tarandus","rangifer tarandus","Mammalia","Cetartiodactyla","Cervidae","cervid herpesvirus 2","cervid herpesvirus 2","virus","EID2",2011,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"rangifer tarandus","rangifer tarandus","Mammalia","Cetartiodactyla","Cervidae","cervid herpesvirus 2","cervid herpesvirus 2","virus","EID2",2016,"Nucleotide","CargoCarrier","Cargocarrier",0,0,""
"rangifer tarandus","rangifer tarandus","Mammalia","Cetartiodactyla","Cervidae","cervid herpesvirus 2","cervid alphaherpesvirus 2","virus","GMPD2",2003,"Author","Serology","Serology",1,1,""
"rangifer tarandus","rangifer tarandus","Mammalia","Cetartiodactyla","Cervidae","cervid herpesvirus 2","cervid herpesvirus 2","virus","HP3",2009,"Author","PCR","PCR",2,2,""
"rangifer tarandus","rangifer tarandus","Mammalia","Cetartiodactyla","Cervidae","orf","orf","virus","EID2",2007,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"rangifer tarandus","rangifer tarandus","Mammalia","Cetartiodactyla","Cervidae","orf","orf","virus","EID2",2016,"Nucleotide","CargoCarrier","Cargocarrier",0,0,""
"rangifer tarandus","rangifer tarandus","Mammalia","Cetartiodactyla","Cervidae","orf","orf","virus","EID2",2011,"Nucleotide","CargoCarrier","Cargocarrier",0,0,""
"rangifer tarandus","rangifer tarandus","Mammalia","Cetartiodactyla","Cervidae","orf","orf","virus","HP3",2008,"Author","PCR","PCR",2,2,""
"rangifer tarandus","rangifer tarandus","Mammalia","Cetartiodactyla","Cervidae","ovine herpesvirus 2","ovine herpesvirus 2","virus","HP3",2002,"Author","ELISA","Cargocarrier",0,0,""
"rangifer tarandus","rangifer tarandus","Mammalia","Cetartiodactyla","Cervidae","pseudocowpox","pseudocowpox","virus","EID2",2010,"Nucleotide","CargoCarrier","Cargocarrier",0,0,""
"rangifer tarandus","rangifer tarandus","Mammalia","Cetartiodactyla","Cervidae","pseudocowpox","pseudocowpox","virus","EID2",2016,"Nucleotide","CargoCarrier","Cargocarrier",0,0,""
"rangifer tarandus","rangifer tarandus","Mammalia","Cetartiodactyla","Cervidae","pseudocowpox","pseudocowpox","virus","EID2",2011,"Nucleotide","CargoCarrier","Cargocarrier",0,0,""
"rangifer tarandus","rangifer tarandus","Mammalia","Cetartiodactyla","Cervidae","rabies","rabies","virus","EID2",1972,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"rangifer tarandus","rangifer tarandus","Mammalia","Cetartiodactyla","Cervidae","rabies","rabies","virus","EID2",2016,"Nucleotide","CargoCarrier","Cargocarrier",0,0,""
"rangifer tarandus","rangifer tarandus","Mammalia","Cetartiodactyla","Cervidae","rabies","rabies","virus","EID2",2013,"Nucleotide","CargoCarrier","Cargocarrier",0,0,""
"rangifer tarandus","rangifer tarandus","Mammalia","Cetartiodactyla","Cervidae","rabies","rabies lyssavirus","virus","GMPD2",1992,"Author",NA,"Cargocarrier",1,0,""
"rangifer tarandus","rangifer tarandus","Mammalia","Cetartiodactyla","Cervidae","rabies","rabies","virus","HP3",2004,"Author","PCR","PCR",2,2,""
"rangifer tarandus","rangifer tarandus","Mammalia","Cetartiodactyla","Cervidae","west nile","west nile","virus","HP3",2004,"Author","Antibodies","Serology",0,1,""
"raphicerus campestris","raphicerus campestris","Mammalia","Cetartiodactyla","Bovidae","orf","orf","virus","Shaw",1959,NA,"na",NA,NA,NA,""
"raphicerus sharpei","raphicerus sharpei","Mammalia","Cetartiodactyla","Bovidae","foot-and-mouth disease","foot-and-mouth disease","virus","HP3",2013,"Author","Antibodies","Serology",0,1,""
"raphicerus sharpei","raphicerus sharpei","Mammalia","Cetartiodactyla","Bovidae","foot-and-mouth disease","foot-and-mouth disease","virus","Shaw",1969,"PubMed","Antibodies",NA,NA,NA,""
"redunca arundinum","redunca arundinum","Mammalia","Cetartiodactyla","Bovidae","akabane","akabane orthobunyavirus","virus","Shaw",1987,"PubMed","Antibodies",NA,NA,NA,""
"redunca arundinum","redunca arundinum","Mammalia","Cetartiodactyla","Bovidae","bluetongue","bluetongue","virus","GMPD2",1998,"Author","Serology","Serology",1,1,""
"redunca arundinum","redunca arundinum","Mammalia","Cetartiodactyla","Bovidae","bluetongue","bluetongue","virus","HP3",1998,"Author","ELISA","Cargocarrier",0,0,""
"redunca arundinum","redunca arundinum","Mammalia","Cetartiodactyla","Bovidae","bovine alphaherpesvirus 1","bovine alphaherpesvirus 1","virus","Shaw",1978,"PubMed","Antibodies",NA,NA,NA,""
"redunca arundinum","redunca arundinum","Mammalia","Cetartiodactyla","Bovidae","bovine herpesvirus 2","bovine herpesvirus 2","virus","HP3",1982,"Author","Antibodies","Serology",0,1,""
"redunca arundinum","redunca arundinum","Mammalia","Cetartiodactyla","Bovidae","bovine parainfluenza virus 3","bovine parainfluenza virus 3","virus","Shaw",1978,"PubMed","Antibodies",NA,NA,NA,""
"redunca arundinum","redunca arundinum","Mammalia","Cetartiodactyla","Bovidae","bovine viral diarrhea virus 1","bovine viral diarrhea virus 1","virus","GMPD2",1998,"Author","Serology","Serology",1,1,""
"redunca arundinum","redunca arundinum","Mammalia","Cetartiodactyla","Bovidae","bovine viral diarrhea virus 1","bovine viral diarrhea virus 1","virus","HP3",1979,"Author","SNT","VirusNeutralisationAssay",1,1,""
"redunca arundinum","redunca arundinum","Mammalia","Cetartiodactyla","Bovidae","bovine viral diarrhea virus 1","bovine viral diarrhea virus 1","virus","Shaw",1998,"PubMed","Antibodies",NA,NA,NA,""
"redunca arundinum","redunca arundinum","Mammalia","Cetartiodactyla","Bovidae","crimean-congo hemorrhagic fever","crimean-congo hemorrhagic fever nairovirus","virus","GMPD2",1987,"Author","Serology","Serology",1,1,""
"redunca arundinum","redunca arundinum","Mammalia","Cetartiodactyla","Bovidae","crimean-congo hemorrhagic fever","crimean-congo hemorrhagic fever","virus","HP3",1987,"Author","Antibodies","Serology",0,1,""
"redunca arundinum","redunca arundinum","Mammalia","Cetartiodactyla","Bovidae","crimean-congo hemorrhagic fever","crimean-congo hemorrhagic fever nairovirus","virus","Shaw",2016,"PubMed","Antibodies",NA,NA,NA,""
"redunca arundinum","redunca arundinum","Mammalia","Cetartiodactyla","Bovidae","foot-and-mouth disease","foot-and-mouth disease","virus","HP3",2013,"Author","Antibodies","Serology",0,1,""
"redunca arundinum","redunca arundinum","Mammalia","Cetartiodactyla","Bovidae","foot-and-mouth disease","foot-and-mouth disease","virus","Shaw",1969,"PubMed","Antibodies",NA,NA,NA,""
"redunca arundinum","redunca arundinum","Mammalia","Cetartiodactyla","Bovidae","lumpy skin disease","lumpy skin disease","virus","HP3",1983,"Author","Antibodies","Serology",0,1,""
"redunca arundinum","redunca arundinum","Mammalia","Cetartiodactyla","Bovidae","lumpy skin disease","lumpy skin disease","virus","Shaw",1983,"PubMed","Antibodies",NA,NA,NA,""
"redunca fulvorufula","redunca fulvorufula","Mammalia","Cetartiodactyla","Bovidae","bluetongue","bluetongue","virus","HP3",2001,"Author","Antibodies","Serology",0,1,""
"redunca fulvorufula","redunca fulvorufula","Mammalia","Cetartiodactyla","Bovidae","bluetongue","bluetongue","virus","Shaw",1982,"PubMed","Antibodies",NA,NA,NA,""
"redunca fulvorufula","redunca fulvorufula","Mammalia","Cetartiodactyla","Bovidae","crimean-congo hemorrhagic fever","crimean-congo hemorrhagic fever nairovirus","virus","GMPD2",1987,"Author","Serology","Serology",1,1,""
"redunca fulvorufula","redunca fulvorufula","Mammalia","Cetartiodactyla","Bovidae","crimean-congo hemorrhagic fever","crimean-congo hemorrhagic fever","virus","HP3",1987,"Author","Antibodies","Serology",0,1,""
"redunca fulvorufula","redunca fulvorufula","Mammalia","Cetartiodactyla","Bovidae","crimean-congo hemorrhagic fever","crimean-congo hemorrhagic fever nairovirus","virus","Shaw",2016,"PubMed","Antibodies",NA,NA,NA,""
"redunca redunca","redunca redunca","Mammalia","Cetartiodactyla","Bovidae","bovine viral diarrhea virus 1","bovine viral diarrhea virus 1","virus","Shaw",1998,"PubMed","Antibodies",NA,NA,NA,""
"rucervus duvaucelii","rucervus duvaucelii","Mammalia","Cetartiodactyla","Cervidae","bovine herpesvirus 3","alcelaphine gammaherpesvirus 1","virus","Shaw",2002,"PubMed","PCR",NA,NA,NA,"cervus duvaucelii, cervus eldi"
"rucervus duvaucelii","rucervus duvaucelii","Mammalia","Cetartiodactyla","Cervidae","bovine viral diarrhea virus 1","bovine viral diarrhea virus 1","virus","Shaw",1983,"PubMed","Isolation",NA,NA,NA,"cervus duvaucelii, cervus eldi"
"rucervus duvaucelii","rucervus duvaucelii","Mammalia","Cetartiodactyla","Cervidae","orthohepevirus a","orthohepevirus a","virus","Shaw",2013,NA,"Antibodies",NA,NA,NA,"cervus duvaucelii, cervus eldi"
"rucervus duvaucelii","rucervus duvaucelii","Mammalia","Cetartiodactyla","Cervidae","ovine herpesvirus 2","ovine gammaherpesvirus 2","virus","Shaw",2002,"PubMed","PCR",NA,NA,NA,"cervus duvaucelii, cervus eldi"
"rupicapra pyrenaica","rupicapra pyrenaica","Mammalia","Cetartiodactyla","Bovidae","bluetongue","bluetongue","virus","Shaw",2011,"PubMed","Antibodies",NA,NA,NA,""
"rupicapra pyrenaica","rupicapra pyrenaica","Mammalia","Cetartiodactyla","Bovidae","border disease","border disease","virus","EID2",2005,"Nucleotide","CargoCarrier","Cargocarrier",0,0,""
"rupicapra pyrenaica","rupicapra pyrenaica","Mammalia","Cetartiodactyla","Bovidae","border disease","border disease","virus","EID2",2008,"Nucleotide","CargoCarrier","Cargocarrier",0,0,""
"rupicapra pyrenaica","rupicapra pyrenaica","Mammalia","Cetartiodactyla","Bovidae","border disease","border disease","virus","EID2",2011,"Nucleotide","CargoCarrier","Cargocarrier",0,0,""
"rupicapra pyrenaica","rupicapra pyrenaica","Mammalia","Cetartiodactyla","Bovidae","border disease","border disease","virus","EID2",2012,"Nucleotide","CargoCarrier","Cargocarrier",0,0,""
"rupicapra pyrenaica","rupicapra pyrenaica","Mammalia","Cetartiodactyla","Bovidae","border disease","border disease","virus","GMPD2",2005,"Author","PCR","PCR",2,2,""
"rupicapra pyrenaica","rupicapra pyrenaica","Mammalia","Cetartiodactyla","Bovidae","border disease","border disease","virus","GMPD2",2007,"Author","Other","Cargocarrier",2,0,""
"rupicapra pyrenaica","rupicapra pyrenaica","Mammalia","Cetartiodactyla","Bovidae","border disease","border disease","virus","GMPD2",2008,"Author","Serology","Serology",1,1,""
"rupicapra pyrenaica","rupicapra pyrenaica","Mammalia","Cetartiodactyla","Bovidae","border disease","border disease","virus","GMPD2",2009,"Author","PCR","PCR",2,2,""
"rupicapra pyrenaica","rupicapra pyrenaica","Mammalia","Cetartiodactyla","Bovidae","border disease","border disease","virus","HP3",2012,"Author","PCR","PCR",2,2,""
"rupicapra pyrenaica","rupicapra pyrenaica","Mammalia","Cetartiodactyla","Bovidae","border disease","border disease","virus","Shaw",2006,"PubMed","Isolation",NA,NA,NA,""
"rupicapra pyrenaica","rupicapra pyrenaica","Mammalia","Cetartiodactyla","Bovidae","bovine viral diarrhea virus 1","bovine viral diarrhea virus 1","virus","HP3",2004,"Author","PCR","PCR",2,2,""
"rupicapra pyrenaica","rupicapra pyrenaica","Mammalia","Cetartiodactyla","Bovidae","louping ill","louping ill","virus","Shaw",NA,NA,"Antibodies",NA,NA,NA,""
"rupicapra rupicapra","rupicapra rupicapra","Mammalia","Cetartiodactyla","Bovidae","bluetongue","bluetongue","virus","Shaw",2013,"PubMed","Antibodies",NA,NA,NA,""
"rupicapra rupicapra","rupicapra rupicapra","Mammalia","Cetartiodactyla","Bovidae","bovine alphaherpesvirus 1","bovine alphaherpesvirus 1","virus","GMPD2",1988,"Author","Serology","Serology",1,1,""
"rupicapra rupicapra","rupicapra rupicapra","Mammalia","Cetartiodactyla","Bovidae","bovine alphaherpesvirus 2","bovine alphaherpesvirus 2","virus","GMPD2",1988,"Author","Serology","Serology",1,1,""
"rupicapra rupicapra","rupicapra rupicapra","Mammalia","Cetartiodactyla","Bovidae","bovine herpesvirus 2","bovine herpesvirus 2","virus","HP3",1988,"Author","Antibodies","Serology",0,1,""
"rupicapra rupicapra","rupicapra rupicapra","Mammalia","Cetartiodactyla","Bovidae","bovine papillomavirus 1","deltapapillomavirus 4","virus","Shaw",2015,"PubMed","PCR",NA,NA,NA,""
"rupicapra rupicapra","rupicapra rupicapra","Mammalia","Cetartiodactyla","Bovidae","bovine papillomavirus 12","xipapillomavirus 2","virus","Shaw",2015,"PubMed","PCR",NA,NA,NA,""
"rupicapra rupicapra","rupicapra rupicapra","Mammalia","Cetartiodactyla","Bovidae","bovine parainfluenza virus 3","bovine parainfluenza virus 3","virus","GMPD2",2006,"Author","Serology","Serology",1,1,""
"rupicapra rupicapra","rupicapra rupicapra","Mammalia","Cetartiodactyla","Bovidae","bovine parainfluenza virus 3","bovine parainfluenza virus 3","virus","Shaw",2006,"PubMed","Antibodies",NA,NA,NA,""
"rupicapra rupicapra","rupicapra rupicapra","Mammalia","Cetartiodactyla","Bovidae","bovine respiratory syncytial","bovine respiratory syncytial","virus","GMPD2",2003,"Author","Serology","Serology",1,1,""
"rupicapra rupicapra","rupicapra rupicapra","Mammalia","Cetartiodactyla","Bovidae","bovine respiratory syncytial","bovine respiratory syncytial","virus","GMPD2",2006,"Author","Serology","Serology",1,1,""
"rupicapra rupicapra","rupicapra rupicapra","Mammalia","Cetartiodactyla","Bovidae","bovine respiratory syncytial","bovine respiratory syncytial","virus","Shaw",2003,"PubMed","Antibodies",NA,NA,NA,""
"rupicapra rupicapra","rupicapra rupicapra","Mammalia","Cetartiodactyla","Bovidae","bovine viral diarrhea virus 1","bovine viral diarrhea virus 1","virus","EID2",2012,"Nucleotide","CargoCarrier","Cargocarrier",0,0,""
"rupicapra rupicapra","rupicapra rupicapra","Mammalia","Cetartiodactyla","Bovidae","bovine viral diarrhea virus 1","bovine viral diarrhea virus 1","virus","Shaw",2012,"PubMed","Isolation",NA,NA,NA,""
"rupicapra rupicapra","rupicapra rupicapra","Mammalia","Cetartiodactyla","Bovidae","caprine herpesvirus 1","caprine alphaherpesvirus 1","virus","GMPD2",1988,"Author","Serology","Serology",1,1,""
"rupicapra rupicapra","rupicapra rupicapra","Mammalia","Cetartiodactyla","Bovidae","cervid herpesvirus 1","cervid alphaherpesvirus 1","virus","GMPD2",1988,"Author","Serology","Serology",1,1,""
"rupicapra rupicapra","rupicapra rupicapra","Mammalia","Cetartiodactyla","Bovidae","cervid herpesvirus 2","cervid alphaherpesvirus 2","virus","GMPD2",1988,"Author","Serology","Serology",1,1,""
